id,type,x_pos,y_pos,z_pos,s_max,measurements,t_start,t_end,t_corr
91519372,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",0.0,86400.0,86400
9151ffd8,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",864000.0,950400.0,86400
91522cce,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1728000.0,1814400.0,86400
9152567c,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",518400.0,604800.0,86400
91527fbc,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1382400.0,1468800.0,86400
9152a9f6,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2246400.0,2332800.0,86400
9152d3ae,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",259200.0,345600.0,86400
91535112,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1123200.0,1209600.0,86400
91537b1a,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1987200.0,2073600.0,86400
9153a3b0,GROUND_POINT,-1919.7906582480346,3700.5223896734515,4827.127565478953,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1382400.0,1468800.0,86400
9153cc00,GROUND_POINT,-1919.7906582480346,3700.5223896734515,4827.127565478953,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2246400.0,2332800.0,86400
9153f630,GROUND_POINT,-2522.6327713921232,3706.9238838638657,4536.040330653578,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",777600.0,864000.0,86400
91541ec6,GROUND_POINT,-2522.6327713921232,3706.9238838638657,4536.040330653578,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1641600.0,1728000.0,86400
