routine,t_avg,t_std,t_med,n
check_action_statuses,0.006,0.058,0.0,8860
update_state,0.0,0.0,0.0,8860
sense_environment,0.15,0.116,0.145,8859
update_state_environment,0.001,0.009,0.0,8859
get_environment_broadcasts,0.004,0.015,0.0,8859
get_agent_broadcasts,0.022,0.162,0.0,8859
sense,0.183,0.243,0.161,8859
think,0.458,2.876,0.049,8859
perform_broadcast,0.007,0.042,0.0,440
do,0.608,1.891,0.09,8859
perform_wait_for_messages,0.706,2.039,0.113,7501
perform_state_change,0.248,1.018,0.064,1229
perform_observation,0.077,0.135,0.053,1091
