routine,t_avg,t_std,t_med,n,t_total
_read_incoming_messages,0.00237,0.02128,3e-05,12054,28.567980000000002
__check_action_completion,0.00015,0.00077,9e-05,12054,1.8080999999999998
update_action_completion,0.00225,0.01643,0.00029,12054,27.121499999999997
get_plan_out,0.00617,0.01989,0.00035,12054,74.37318
preplanner/update_percepts,0.00158,0.0131,0.00012,12054,19.04532
preplanner/needs_planning,4e-05,0.00141,0.0,12054,0.48216000000000003
preplanner/calculate_access_opportunities,0.057,0.0,0.057,1,0.057
preplanner/_schedule_observations,0.62465,0.0,0.62465,1,0.62465
preplanner/is_observation_path_valid,0.00078,0.0,0.00078,1,0.00078
preplanner/_create_broadcast_path,0.02611,0.0,0.02611,1,0.02611
preplanner/_schedule_broadcasts,0.75551,0.0,0.75551,1,0.75551
preplanner/_schedule_maneuvers,2.22971,0.0,2.22971,1,2.22971
preplanner/__schedule_periodic_replan,0.0136,0.0,0.0136,1,0.0136
preplanner/generate_plan,3.70064,0.0,3.70064,1,3.70064
replanner/needs_planning,5e-05,0.00198,0.0,12054,0.6027
reward_grid/update,0.00093,0.00889,1e-05,12055,11.21115
reward_grid/__get_target_indeces,0.00021,0.00533,1e-05,4454,0.9353400000000001
reward_grid/propagate_reward,0.00053,0.0061,3e-05,8908,4.72124
reward_grid/update_observation,0.00224,0.01355,0.00014,4453,9.97472
reward_grid/update_event,0.0001,0.0,0.0001,1,0.0001
reward_grid/get_history,0.05124,0.0,0.05124,1,0.05124
