routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.02,0.057,0.0,3648
__check_action_completion,0.0,0.002,0.0,3648
preplanner/update_percepts,0.003,0.013,0.001,3648
preplanner/needs_planning,0.0,0.001,0.0,3648
preplanner/calculate_access_opportunities,0.685,0.0,0.685,1
preplanner/_schedule_observations,1.971,0.0,1.971,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.02,0.0,0.02,1
preplanner/_schedule_broadcasts,0.797,0.0,0.797,1
preplanner/_schedule_maneuvers,6.515,0.0,6.515,1
preplanner/__schedule_periodic_replan,0.11,0.0,0.11,1
preplanner/generate_plan,13.463,0.0,13.463,1
replanner/compile_new_measurement_request_bids,0.0,0.005,0.0,3648
replanner/update_percepts,0.027,0.081,0.001,3648
replanner/check_request_completion,0.0,0.004,0.0,3648
replanner/check_request_end_time,0.0,0.002,0.0,3648
replanner/compare_bids,0.001,0.01,0.0,3648
replanner/consensus_phase,0.001,0.038,0.0,3648
replanner/is_observation_path_valid,0.005,0.031,0.001,273538
replanner/_get_available_requests,0.449,0.533,0.338,1437
replanner/needs_planning,1.496,9.931,0.0,3648
replanner/planning_phase,12.159,36.717,0.645,301
replanner/_schedule_observations,3.116,3.034,2.289,301
replanner/_schedule_maneuvers,2.045,2.291,1.139,301
replanner/_create_broadcast_path,0.054,0.1,0.018,328
replanner/_schedule_broadcasts,0.088,0.146,0.026,301
replanner/_schedule_waits,0.0,0.0,0.0,301
replanner/generate_plan,17.879,38.115,5.696,301
replanner/calc_imaging_time,0.111,0.129,0.08,75
