Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
112,1233,,-58.898,115.976,744.4,-11.76,13.13,55.11
112,1257,,-59.107,115.755,750.7,-13.68,15.27,55.27
112,1296,,-58.746,116.624,737.1,-8.99,10.03,54.75
113,1204,,-59.058,117.521,734.4,-8.07,8.99,54.35
113,1222,,-59.721,115.888,762.2,-16.71,18.68,55.32
113,1268,,-59.726,116.502,755.5,-15.12,16.9,55.03
113,1270,,-59.099,116.675,741.0,-10.85,12.1,54.78
113,1281,,-59.652,116.744,751.4,-14.06,15.7,54.89
113,1297,,-59.778,115.973,762.7,-16.8,18.79,55.3
114,1218,,-60.053,116.647,760.3,-16.43,18.36,55.02
114,1227,,-59.726,116.937,749.7,-13.8,15.4,54.79
114,1245,,-59.637,117.403,743.2,-11.84,13.21,54.54
114,1249,,-60.074,116.562,761.9,-16.79,18.77,55.06
114,1255,,-59.565,117.572,740.5,-10.91,12.17,54.44
115,1246,,-60.425,118.615,747.5,-13.38,14.93,54.16
115,1259,,-60.578,117.536,761.9,-16.96,18.96,54.71
115,1260,,-60.644,117.594,763.0,-17.2,19.23,54.71
115,1284,,-60.566,117.82,758.3,-16.16,18.06,54.58
116,1213,,-60.995,118.305,762.7,-17.3,19.34,54.46
116,1246,,-60.425,118.615,746.5,-13.29,14.83,54.14
167,822,,-65.643,-170.817,695.3,-8.67,9.61,43.72
167,855,,-66.015,-171.001,701.0,-11.08,12.3,44.05
167,864,,-66.684,-170.332,722.8,-17.29,19.22,44.77
167,870,,-66.809,-170.89,724.2,-17.59,19.56,44.81
167,884,,-66.537,-170.264,718.6,-16.29,18.1,44.64
167,890,,-66.303,-171.055,707.7,-13.33,14.8,44.31
167,896,,-66.595,-170.838,717.2,-15.95,17.72,44.61
168,804,,-66.184,-168.963,714.9,-15.56,17.28,44.51
168,805,,-65.876,-169.994,701.6,-11.57,12.84,44.07
168,807,,-65.231,-169.931,690.8,-6.58,7.29,43.48
168,808,,-66.111,-169.667,708.9,-13.92,15.45,44.34
168,817,,-65.236,-169.765,691.6,-7.04,7.8,43.51
168,818,,-66.052,-169.825,706.6,-13.24,14.69,44.26
168,820,,-65.352,-171.012,690.3,-6.19,6.85,43.43
168,839,,-64.917,-170.434,686.9,-3.12,3.46,43.11
168,842,,-65.856,-170.088,700.9,-11.29,12.53,44.04
168,844,,-65.296,-170.437,690.1,-6.09,6.74,43.46
168,847,,-65.3,-169.857,691.9,-7.24,8.03,43.56
168,850,,-66.39,-169.725,717.0,-16.1,17.88,44.59
168,851,,-65.602,-169.942,696.1,-9.39,10.41,43.82
168,853,,-65.442,-170.071,693.1,-7.88,8.74,43.65
168,854,,-66.34,-169.62,715.9,-15.81,17.56,44.56
168,859,,-65.715,-170.242,697.4,-9.92,11.0,43.88
168,867,,-64.794,-170.585,686.2,-1.95,2.16,42.97
168,871,,-65.41,-169.719,694.0,-8.35,9.26,43.68
168,872,,-66.152,-168.905,714.4,-15.43,17.14,44.49
168,875,,-65.57,-169.928,695.6,-9.16,10.15,43.8
168,878,,-66.363,-169.262,718.4,-16.44,18.27,44.63
168,880,,-65.143,-170.515,688.3,-4.67,5.17,43.31
168,882,,-65.987,-169.263,707.7,-13.57,15.06,44.28
168,885,,-66.176,-170.073,709.2,-14.0,15.54,44.34
168,888,,-65.27,-170.577,689.6,-5.68,6.29,43.42
168,889,,-65.62,-169.364,699.2,-10.66,11.82,43.93
168,893,,-65.802,-169.634,701.4,-11.5,12.76,44.06
168,894,,-65.012,-170.305,687.8,-4.1,4.55,43.22
169,802,,-65.797,-167.98,708.9,-14.15,15.71,44.33
169,806,,-65.573,-168.136,702.6,-12.18,13.51,44.1
169,814,,-64.986,-168.464,691.2,-7.24,8.02,43.5
169,816,,-65.614,-168.839,700.4,-11.41,12.66,44.02
169,824,,-65.456,-168.38,698.9,-10.82,12.0,43.95
169,826,,-66.055,-168.307,714.5,-15.67,17.4,44.51
169,836,,-66.16,-167.86,720.4,-17.09,18.99,44.68
169,841,,-65.734,-167.864,708.0,-13.89,15.42,44.29
169,843,,-64.901,-169.956,687.4,-4.44,4.92,43.18
169,845,,-66.014,-168.067,714.5,-15.67,17.4,44.51
169,846,,-65.193,-168.588,693.3,-8.4,9.31,43.67
