GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.05
time index,GP index,lat [deg],lon [deg]
0,4369,3.0,-100.78
0,4728,-3.0,-101.0
0,4729,-3.0,-100.0
0,5088,2.0,-101.0
0,5089,2.0,-100.0
0,5448,-2.0,-101.0
0,5449,-2.0,-100.0
0,5808,1.0,-101.0
0,5809,1.0,-100.0
0,6168,-1.0,-100.78
0,6527,0.0,-101.0
0,6528,0.0,-100.0
1,4370,3.0,-99.777
1,4729,-3.0,-100.0
1,5089,2.0,-100.0
1,5449,-2.0,-100.0
1,5809,1.0,-100.0
1,6169,-1.0,-99.777
1,6528,0.0,-100.0
2,4370,3.0,-99.777
2,4729,-3.0,-100.0
2,4730,-3.0,-99.0
2,5089,2.0,-100.0
2,5090,2.0,-99.0
2,5449,-2.0,-100.0
2,5450,-2.0,-99.0
2,5809,1.0,-100.0
2,5810,1.0,-99.0
2,6169,-1.0,-99.777
2,6528,0.0,-100.0
2,6529,0.0,-99.0
3,4371,3.0,-98.774
3,4730,-3.0,-99.0
3,5090,2.0,-99.0
3,5450,-2.0,-99.0
3,5810,1.0,-99.0
3,6170,-1.0,-98.774
3,6529,0.0,-99.0
4,4371,3.0,-98.774
4,4372,3.0,-97.772
4,4731,-3.0,-98.0
4,5091,2.0,-98.0
4,5451,-2.0,-98.0
4,5811,1.0,-98.0
4,6170,-1.0,-98.774
4,6171,-1.0,-97.772
4,6530,0.0,-98.0
5,4372,3.0,-97.772
5,4731,-3.0,-98.0
5,5091,2.0,-98.0
5,5451,-2.0,-98.0
5,5811,1.0,-98.0
5,6171,-1.0,-97.772
5,6530,0.0,-98.0
6,4372,3.0,-97.772
6,4373,3.0,-96.769
6,4732,-3.0,-97.0
6,5092,2.0,-97.0
6,5452,-2.0,-97.0
6,5812,1.0,-97.0
6,6171,-1.0,-97.772
6,6172,-1.0,-96.769
6,6531,0.0,-97.0
7,4373,3.0,-96.769
7,4732,-3.0,-97.0
7,5092,2.0,-97.0
7,5452,-2.0,-97.0
7,5812,1.0,-97.0
7,6172,-1.0,-96.769
7,6531,0.0,-97.0
8,4374,3.0,-95.766
8,4733,-3.0,-96.0
8,5093,2.0,-96.0
8,5453,-2.0,-96.0
