GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,GP index,lat [deg],lon [deg]
24,2894,16.73,-99.653
24,4033,17.003,-100.244
25,610,18.272,-101.892
25,4033,17.003,-100.244
26,161,12.203,-86.107
26,610,18.272,-101.892
26,1391,14.702,-91.181
26,2394,13.663,-89.002
26,3700,16.223,-94.627
26,3922,16.445,-95.399
26,4231,15.873,-93.665
27,161,12.203,-86.107
27,1391,14.702,-91.181
27,1829,13.944,-88.932
27,2175,19.623,-101.648
27,2394,13.663,-89.002
27,3700,16.223,-94.627
27,3922,16.445,-95.399
27,4231,15.873,-93.665
27,4641,14.245,-89.478
28,164,20.314,-102.794
28,300,16.401,-92.779
28,448,18.252,-96.423
28,856,19.99,-101.073
28,1274,18.0,-96.266
28,2175,19.623,-101.648
28,2681,19.957,-100.973
28,3960,20.052,-100.667
28,4826,13.243,-85.903
29,252,15.655,-88.999
29,448,18.252,-96.423
29,602,17.177,-93.599
29,856,19.99,-101.073
29,2117,15.027,-87.744
29,2135,14.93,-88.026
29,2300,18.414,-95.118
29,2681,19.957,-100.973
29,3655,20.272,-101.09
29,3960,20.052,-100.667
29,4866,20.004,-100.229
30,252,15.655,-88.999
30,2117,15.027,-87.744
30,2300,18.414,-95.118
30,2931,15.778,-88.82
30,3965,17.801,-92.026
31,1629,16.998,-89.831
31,3832,18.076,-92.231
31,3965,17.801,-92.026
31,4550,15.838,-87.603
32,1948,18.587,-92.054
32,2848,18.479,-91.796
32,4235,17.344,-88.312
32,4926,15.503,-84.133
33,1921,22.192,-97.851
33,2567,15.9,-84.79
33,2601,22.211,-98.04
33,2793,15.618,-84.146
33,4161,21.734,-98.153
33,4235,17.344,-88.312
33,4396,22.234,-97.908
34,1921,22.192,-97.851
34,2485,22.615,-98.691
34,2601,22.211,-98.04
34,2902,22.396,-98.125
34,3042,22.365,-98.027
34,4396,22.234,-97.908
35,2717,18.87,-88.179
36,1322,23.959,-98.666
37,4784,20.078,-87.479
38,3890,25.704,-99.275
38,4332,24.922,-97.789
39,1419,26.561,-99.168
39,3890,25.704,-99.275
39,4401,21.04,-86.789
39,4426,26.223,-98.915
40,1419,26.561,-99.168
40,4426,26.223,-98.915
40,4967,26.016,-97.274
42,2837,28.048,-97.869
43,2837,28.048,-97.869
43,3074,28.485,-98.245
46,2097,30.758,-98.416
46,3321,30.393,-97.906
47,743,29.754,-93.895
47,2097,30.758,-98.416
47,3321,30.393,-97.906
47,3855,30.36,-95.565
47,3868,30.315,-96.524
47,3953,31.11,-97.474
47,4509,29.921,-95.133
48,691,29.837,-93.349
48,743,29.754,-93.895
48,788,29.738,-92.387
48,813,30.633,-95.016
48,926,29.865,-92.843
48,2697,30.802,-95.156
48,2847,30.032,-93.364
48,3724,31.328,-96.33
48,3855,30.36,-95.565
48,3953,31.11,-97.474
48,4094,29.924,-93.405
49,449,29.575,-90.159
49,453,31.065,-94.106
49,788,29.738,-92.387
49,813,30.633,-95.016
49,883,29.248,-90.68
49,926,29.865,-92.843
49,1118,31.948,-96.103
49,2343,31.87,-97.37
49,2640,29.936,-91.553
49,2697,30.802,-95.156
49,2847,30.032,-93.364
49,2963,29.825,-91.107
49,2969,29.09,-90.226
49,3121,29.341,-90.637
49,3724,31.328,-96.33
49,4029,29.734,-91.175
49,4241,29.279,-89.366
49,4537,29.324,-90.622
49,4630,29.481,-89.981
50,277,31.175,-93.567
50,449,29.575,-90.159
50,453,31.065,-94.106
50,753,30.285,-90.403
50,1118,31.948,-96.103
50,1469,32.182,-96.073
50,2185,25.259,-80.427
50,2375,29.865,-90.512
50,2640,29.936,-91.553
50,2676,29.645,-89.759
50,2963,29.825,-91.107
50,3358,32.869,-98.429
50,3596,32.148,-95.473
50,4218,33.222,-97.833
50,4241,29.279,-89.366
50,4630,29.481,-89.981
51,108,30.178,-89.74
51,753,30.285,-90.403
51,1258,32.815,-95.915
51,1824,32.811,-95.532
51,2110,32.803,-96.502
51,2419,33.356,-97.052
51,2431,33.033,-96.47
51,2532,33.07,-96.97
51,2666,31.481,-92.116
51,3596,32.148,-95.473
51,4218,33.222,-97.833
52,113,26.941,-81.101
52,670,33.823,-96.573
52,1824,32.811,-95.532
52,1862,27.335,-81.252
52,2376,32.752,-94.506
52,2419,33.356,-97.052
52,2666,31.481,-92.116
52,2786,32.707,-93.916
52,4181,33.327,-95.627
52,4321,33.073,-95.003
53,670,33.823,-96.573
53,1416,27.807,-81.194
53,1823,33.695,-93.966
53,1862,27.335,-81.252
53,2002,33.306,-94.162
53,2582,28.141,-81.351
53,3538,34.011,-95.383
53,3609,32.709,-92.341
53,4788,28.271,-81.304
54,1383,28.672,-81.673
54,1823,33.695,-93.966
54,1896,32.399,-90.064
54,2303,28.804,-81.874
54,2582,28.141,-81.351
54,3112,34.148,-94.684
54,3206,34.631,-95.352
54,3538,34.011,-95.383
54,4375,28.983,-81.837
54,4788,28.271,-81.304
55,484,35.308,-95.358
55,957,29.389,-81.656
55,1206,34.574,-93.195
55,1272,35.346,-94.779
55,2018,30.708,-84.866
55,2407,29.539,-81.556
55,3206,34.631,-95.352
55,3732,34.216,-93.11
55,4375,28.983,-81.837
56,484,35.308,-95.358
56,1206,34.574,-93.195
56,1272,35.346,-94.779
56,1350,31.628,-85.065
56,1598,33.815,-89.769
56,1803,35.252,-93.173
56,2120,36.152,-96.256
56,2407,29.539,-81.556
56,2465,35.871,-95.232
56,2844,34.152,-89.904
56,2862,36.702,-96.927
56,3474,35.595,-95.037
56,4816,34.856,-92.49
56,4821,36.35,-96.09
57,1284,32.682,-85.91
57,1460,34.407,-89.793
57,1463,35.521,-91.993
57,1510,36.424,-95.679
57,1683,36.47,-95.04
57,1803,35.252,-93.173
57,2465,35.871,-95.232
57,2844,34.152,-89.904
57,2862,36.702,-96.927
57,4274,34.756,-90.123
