routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,2812
update_state,0.0,0.0,0.0,2812
sense_environment,0.045,0.021,0.043,2811
update_state_environment,0.0,0.001,0.0,2811
get_environment_broadcasts,0.001,0.003,0.0,2811
get_agent_broadcasts,0.002,0.005,0.0,2811
sense,0.048,0.02,0.051,2811
think,0.026,0.016,0.025,2811
perform_broadcast,0.002,0.004,0.001,89
do,0.022,0.02,0.014,2811
perform_wait_for_messages,0.023,0.021,0.015,2539
perform_state_change,0.018,0.015,0.012,295
perform_observation,0.012,0.011,0.007,267
