routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
img_0_wait,0.222,1.56,0.157,1596
img_1_wait,0.226,1.702,0.137,1596
img_2_wait,0.216,1.525,0.153,1596
sar_0_wait,0.229,1.732,0.139,1596
sar_1_wait,0.194,1.318,0.15,1596
sar_2_wait,0.222,1.539,0.159,1596
thm_0_wait,0.22,1.517,0.159,1596
thm_1_wait,0.183,1.139,0.154,1596
thm_2_wait,0.218,1.549,0.154,1596
Svalbard_wait,0.166,0.754,0.149,1596
NEN2_wait,0.184,1.065,0.147,1596
clock_wait,0.635,3.521,0.227,1596
sim_runtime,1013.762,0.0,1013.762,1
