stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,3754
Observations,32712
Events,1000
Events Detected,177
Unique Event Observations,177
Total Event Observations,584
Events Co-observed,177
Events Partially Co-observed,0
Events Fully Co-observed,177
Total Event Co-observations,407
Total Runtime [s],27450.051
