routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1725
update_state,0.0,0.0,0.0,1725
sense_environment,0.228,0.333,0.206,1724
update_state_environment,0.0,0.0,0.0,1724
get_environment_broadcasts,0.0,0.0,0.0,1724
get_agent_broadcasts,0.0,0.0,0.0,1724
sense,0.229,0.333,0.207,1724
think,0.648,4.996,0.07,1724
perform_state_change,0.194,0.33,0.148,856
do,0.15,0.264,0.1,1724
perform_measurement,0.103,0.122,0.082,117
perform_wait_for_messages,0.092,0.158,0.058,870
perform_broadcast,0.009,0.004,0.008,3
