routine,t_avg,t_std,t_med,n
check_action_statuses,0.019,0.092,0.0,10142
update_state,0.0,0.003,0.0,10142
sense_environment,0.752,1.145,0.492,10141
update_state_environment,0.015,0.07,0.0,10141
get_environment_broadcasts,0.007,0.027,0.0,10141
get_agent_broadcasts,0.197,0.995,0.0,10141
sense,0.989,1.853,0.535,10141
think,1.62,8.406,0.144,10141
perform_broadcast,0.052,0.167,0.0,1073
do,1.23,4.337,0.35,10141
perform_wait_for_messages,1.446,4.751,0.427,8342
perform_state_change,0.571,1.479,0.297,1231
perform_observation,0.316,0.417,0.269,1106
