routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.038,0.0,731
__check_action_completion,0.0,0.0,0.0,731
preplanner/__get_new_requests,0.0,0.0,0.0,731
preplanner/__update_performed_requests,0.0,0.0,0.0,731
preplanner/_update_access_times,0.051,1.379,0.0,731
preplanner/needs_planning,0.0,0.0,0.0,731
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,207.06,0.0,207.06,1
preplanner/_schedule_broadcasts,1.375,1.356,1.375,2
preplanner/_schedule_maneuvers,21.995,0.0,21.995,1
preplanner/__schedule_periodic_replan,0.911,0.0,0.911,1
preplanner/generate_plan,248.375,0.0,248.375,1
replanner/__get_new_requests,0.0,0.0,0.0,731
replanner/__update_performed_requests,0.0,0.0,0.0,731
replanner/_update_access_times,0.317,2.624,0.0,731
replanner/_schedule_measurements,22.71,26.099,5.894,6
replanner/_schedule_broadcasts,0.762,1.172,0.244,12
replanner/_schedule_maneuvers,5.882,5.917,3.975,6
