routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,283
update_state,0.0,0.0,0.0,283
sense_environment,0.077,0.045,0.072,282
update_state_environment,0.0,0.0,0.0,282
get_environment_broadcasts,0.0,0.0,0.0,282
get_agent_broadcasts,0.0,0.0,0.0,282
sense,0.078,0.045,0.072,282
think,0.331,2.532,0.027,282
perform_state_change,0.113,0.18,0.12,316
do,0.17,0.323,0.063,282
perform_measurement,0.072,0.051,0.063,38
perform_wait_for_messages,0.059,0.033,0.047,162
perform_broadcast,0.008,0.002,0.008,2
