routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.043,0.0,5911
__check_action_completion,0.0,0.001,0.0,5911
preplanner/update_percepts,0.002,0.014,0.0,5911
preplanner/needs_planning,0.0,0.0,0.0,5911
preplanner/calculate_access_times,0.59,0.0,0.59,1
preplanner/_schedule_observations,8.491,0.0,8.491,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,128.724,0.0,128.724,1
preplanner/_schedule_maneuvers,1.441,0.0,1.441,1
preplanner/__schedule_periodic_replan,1.319,0.0,1.319,1
preplanner/generate_plan,140.133,0.0,140.133,1
replanner/compile_new_measurement_request_bids,0.0,0.003,0.0,5911
replanner/update_percepts,0.01,0.041,0.001,5911
replanner/check_request_completion,0.0,0.001,0.0,5911
replanner/check_request_end_time,0.0,0.0,0.0,5911
replanner/compare_bids,0.0,0.005,0.0,5911
replanner/consensus_phase,0.0,0.005,0.0,5911
replanner/is_observation_path_valid,0.005,0.043,0.001,415938
replanner/needs_planning,0.035,0.12,0.0,5911
replanner/_get_available_requests,0.385,0.563,0.182,1505
replanner/planning_phase,5.214,14.169,0.677,500
replanner/_schedule_observations,3.258,3.153,2.242,500
replanner/_schedule_maneuvers,0.386,0.455,0.286,500
replanner/_schedule_broadcasts,0.046,0.139,0.015,500
replanner/_schedule_waits,0.0,0.0,0.0,500
replanner/generate_plan,8.996,14.662,5.657,500
replanner/calc_imaging_time,0.132,0.243,0.058,116
