stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_events,790
n_events_detected,12
n_events_obs,11
n_reqs_total,124
n_reqs_init,101
n_reqs_gen,23
n_obs_unique_max,351
n_obs_unique_pos,323
n_obs_unique,285
n_obs_co,98
n_obs,285
u_max,214.54903763269567
u_total,63.74170947428938
u_norm,0.2970962264739407
t_runtime,1432.630460045999
