routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,217
__check_action_completion,0.0,0.0,0.0,217
preplanner/__get_new_requests,0.0,0.0,0.0,217
preplanner/__update_performed_requests,0.0,0.0,0.0,217
preplanner/_update_access_times,0.044,0.645,0.0,217
preplanner/needs_planning,0.0,0.0,0.0,217
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.349,0.0,0.349,1
preplanner/_schedule_broadcasts,0.18,0.159,0.18,2
preplanner/_schedule_maneuvers,0.055,0.0,0.055,1
preplanner/__schedule_periodic_replan,0.003,0.0,0.003,1
preplanner/generate_plan,0.752,0.0,0.752,1
replanner/__get_new_requests,0.0,0.0,0.0,217
replanner/__update_performed_requests,0.0,0.0,0.0,217
replanner/_update_access_times,0.212,1.208,0.0,217
replanner/_schedule_measurements,1.881,0.0,1.881,1
replanner/_schedule_broadcasts,0.206,0.16,0.206,2
replanner/_schedule_maneuvers,0.04,0.0,0.04,1
