routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.021,0.0,218
update_state,0.0,0.0,0.0,218
sense_environment,0.258,0.189,0.208,217
update_state_environment,0.003,0.015,0.0,217
get_environment_broadcasts,0.0,0.0,0.0,217
get_agent_broadcasts,0.0,0.0,0.0,217
sense,0.264,0.192,0.21,217
think,1.632,2.393,1.324,217
perform_broadcast,0.014,0.037,0.0,13
do,0.372,0.362,0.244,217
perform_wait_for_messages,0.376,0.369,0.246,204
perform_state_change,0.37,0.37,0.241,169
perform_measurement,0.181,0.16,0.137,11
