GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
0,3369,63.898,-152.119
0,4409,67.062,-154.334
1,3369,63.898,-152.119
1,4409,67.062,-154.334
2,3369,63.898,-152.119
2,4409,67.062,-154.334
3,2839,62.359,-146.628
3,3972,62.526,-146.777
4,3972,62.526,-146.777
5,3972,62.526,-146.777
6,2473,63.087,-142.675
7,2473,63.087,-142.675
8,2473,63.087,-142.675
9,4959,68.188,-140.241
9,4984,68.064,-140.178
10,4501,67.888,-139.148
10,4959,68.188,-140.241
10,4984,68.064,-140.178
11,3693,63.348,-135.882
11,4501,67.888,-139.148
11,4959,68.188,-140.241
11,4984,68.064,-140.178
12,1740,63.774,-135.367
12,3693,63.348,-135.882
12,4501,67.888,-139.148
12,4959,68.188,-140.241
12,4984,68.064,-140.178
13,1740,63.774,-135.367
13,3693,63.348,-135.882
14,203,69.205,-132.466
14,608,68.667,-132.847
14,1740,63.774,-135.367
14,2637,68.989,-133.726
14,2766,67.975,-133.009
14,3693,63.348,-135.882
14,4452,68.153,-133.534
15,203,69.205,-132.466
15,218,69.541,-131.135
15,608,68.667,-132.847
15,1526,67.627,-131.848
15,2637,68.989,-133.726
15,2766,67.975,-133.009
15,3133,69.155,-131.949
15,3682,67.861,-131.19
15,4452,68.153,-133.534
16,203,69.205,-132.466
16,218,69.541,-131.135
16,608,68.667,-132.847
16,1526,67.627,-131.848
16,2637,68.989,-133.726
16,2766,67.975,-133.009
16,3081,69.621,-129.92
16,3133,69.155,-131.949
16,3682,67.861,-131.19
16,3776,66.778,-129.31
16,4452,68.153,-133.534
16,4745,69.419,-129.915
17,203,69.205,-132.466
17,218,69.541,-131.135
17,1526,67.627,-131.848
17,2800,66.814,-128.513
17,3081,69.621,-129.92
17,3133,69.155,-131.949
17,3282,66.869,-128.825
17,3682,67.861,-131.19
17,3776,66.778,-129.31
17,4745,69.419,-129.915
18,458,67.275,-126.236
18,597,66.994,-126.177
18,1502,67.553,-126.87
18,1912,66.255,-127.397
18,1970,68.613,-126.226
18,2518,68.201,-126.606
18,2800,66.814,-128.513
18,3081,69.621,-129.92
18,3282,66.869,-128.825
18,3441,65.896,-127.016
18,3776,66.778,-129.31
18,3968,68.01,-125.92
18,4233,66.987,-127.391
18,4322,67.676,-126.256
18,4557,65.972,-127.301
18,4733,67.826,-127.321
18,4745,69.419,-129.915
19,377,67.042,-125.258
19,385,67.238,-125.728
19,458,67.275,-126.236
19,512,67.453,-124.678
19,597,66.994,-126.177
19,968,65.504,-125.518
19,1392,65.306,-125.808
19,1502,67.553,-126.87
19,1912,66.255,-127.397
19,1970,68.613,-126.226
19,2197,66.27,-125.786
19,2221,67.421,-125.824
19,2518,68.201,-126.606
19,2800,66.814,-128.513
19,2921,67.957,-125.782
19,3282,66.869,-128.825
19,3441,65.896,-127.016
19,3451,65.187,-125.416
19,3776,66.778,-129.31
19,3968,68.01,-125.92
19,4118,68.697,-125.411
19,4228,69.356,-124.788
19,4233,66.987,-127.391
19,4322,67.676,-126.256
19,4557,65.972,-127.301
19,4566,69.085,-124.525
19,4621,68.935,-124.378
19,4655,67.284,-124.865
19,4733,67.826,-127.321
20,377,67.042,-125.258
20,385,67.238,-125.728
20,458,67.275,-126.236
20,512,67.453,-124.678
20,597,66.994,-126.177
20,968,65.504,-125.518
20,1392,65.306,-125.808
20,1502,67.553,-126.87
20,1912,66.255,-127.397
20,1970,68.613,-126.226
20,2197,66.27,-125.786
20,2221,67.421,-125.824
20,2518,68.201,-126.606
20,2835,66.659,-124.13
20,2921,67.957,-125.782
20,3441,65.896,-127.016
20,3451,65.187,-125.416
20,3968,68.01,-125.92
20,4118,68.697,-125.411
20,4228,69.356,-124.788
20,4233,66.987,-127.391
20,4322,67.676,-126.256
20,4557,65.972,-127.301
20,4566,69.085,-124.525
20,4621,68.935,-124.378
20,4655,67.284,-124.865
20,4733,67.826,-127.321
21,377,67.042,-125.258
21,385,67.238,-125.728
21,458,67.275,-126.236
21,512,67.453,-124.678
21,597,66.994,-126.177
21,821,64.172,-123.048
21,968,65.504,-125.518
21,1031,67.538,-122.282
21,1392,65.306,-125.808
21,1488,63.106,-122.802
21,2197,66.27,-125.786
21,2221,67.421,-125.824
21,2835,66.659,-124.13
21,2921,67.957,-125.782
21,3067,68.673,-120.765
21,3451,65.187,-125.416
21,3907,65.996,-123.013
21,3968,68.01,-125.92
21,4118,68.697,-125.411
21,4228,69.356,-124.788
21,4566,69.085,-124.525
