t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
30.0,0,129,-65.8,174.1,visual,1.0,1,0
30.0,0,129,-65.8,174.1,visual,1.0166666666666666,0,0
30.0,0,871,66.0,-5.6,thermal,1.0,1,0
30.0,0,871,66.0,-5.6,thermal,1.0166666666666666,0,0
60.0,0,520,3.9,-99.6,visual,1.0,1,0
60.0,0,520,3.9,-99.6,visual,1.0333333333333334,0,0
110.0,0,862,64.5,4.5,thermal,1.0,1,0
110.0,0,862,64.5,4.5,thermal,1.0611111111111111,0,0
170.0,0,131,-65.2,-165.3,visual,1.0,1,0
170.0,0,131,-65.2,-165.3,visual,1.0944444444444446,0,0
330.0,0,161,-60.4,-147.9,visual,1.0,1,0
330.0,0,161,-60.4,-147.9,visual,1.1833333333333333,0,0
340.0,0,403,-19.099999999999994,85.0,sar,1.0,1,0
340.0,0,403,-19.099999999999994,85.0,sar,1.1888888888888889,0,0
560.0,0,336,-29.9,93.10000000000002,sar,1.0,1,0
560.0,0,336,-29.9,93.10000000000002,sar,1.3111111111111111,0,0
580.0,0,231,-48.2,-132.8,visual,1.0,1,0
580.0,0,231,-48.2,-132.8,visual,1.3222222222222222,0,0
640.0,0,308,-34.0,95.5,sar,1.0,1,0
640.0,0,308,-34.0,95.5,sar,1.3555555555555556,0,0
790.0,0,721,37.6,55.1,thermal,1.0,1,0
790.0,0,721,37.6,55.1,thermal,1.4388888888888889,0,0
810.0,0,300,-36.1,-122.8,sar,1.45,0,0
810.0,0,300,-36.1,-122.8,sar,10.0,0,1
810.0,0,300,-36.1,-122.8,visual,1.0,1,0
810.0,0,300,-36.1,-122.8,visual,1.45,0,0
960.0,0,221,-49.4,109.60000000000002,sar,1.0,1,0
960.0,0,221,-49.4,109.60000000000002,sar,1.5333333333333332,0,0
1090.0,0,181,-56.8,115.10000000000002,sar,1.0,1,0
1090.0,0,181,-56.8,115.10000000000002,sar,1.6055555555555556,0,0
1570.0,0,129,-65.8,174.10000000000002,sar,1.0,1,0
1570.0,0,129,-65.8,174.10000000000002,sar,1.8722222222222222,0,0
1640.0,0,138,-64.3,-176.8,sar,1.0,1,0
1640.0,0,138,-64.3,-176.8,sar,1.911111111111111,0,0
1710.0,0,131,-65.2,-165.3,sar,1.0,1,0
1710.0,0,131,-65.2,-165.3,sar,1.95,0,0
2020.0,0,200,-52.6,-139.2,sar,1.0,1,0
2020.0,0,200,-52.6,-139.2,sar,2.1222222222222222,0,0
3090.0,0,546,6.800000000000011,-108.9,sar,1.0,1,0
3090.0,0,546,6.800000000000011,-108.9,sar,2.716666666666667,0,0
3380.0,0,642,22.700000000000003,-102.3,sar,1.0,1,0
3380.0,0,642,22.700000000000003,-102.3,sar,2.8777777777777778,0,0
3580.0,0,698,33.80000000000001,-96.3,sar,1.0,1,0
3580.0,0,698,33.80000000000001,-96.3,sar,2.988888888888889,0,0
3820.0,0,772,48.0,-90.8,sar,1.0,1,0
3820.0,0,772,48.0,-90.8,sar,3.1222222222222222,0,0
3940.0,0,804,53.30000000000001,-82.6,sar,1.0,1,0
3940.0,0,804,53.30000000000001,-82.6,sar,3.188888888888889,0,0
4030.0,0,183,-56.5,99.3,thermal,3.238888888888889,0,0
4030.0,0,183,-56.5,99.3,thermal,10.0,0,1
4140.0,0,854,62.6,-68.69999999999999,sar,1.0,1,0
4140.0,0,854,62.6,-68.69999999999999,sar,3.3,0,0
4210.0,0,867,64.9,-60.8,sar,1.0,1,0
4210.0,0,867,64.9,-60.8,sar,3.338888888888889,0,0
4330.0,0,868,65.30000000000001,-43.19999999999999,sar,1.0,1,0
4330.0,0,868,65.30000000000001,-43.19999999999999,sar,3.4055555555555554,0,0
4580.0,0,871,66.0,-5.599999999999994,sar,1.0,1,0
4580.0,0,871,66.0,-5.599999999999994,sar,3.5444444444444443,0,0
4660.0,0,862,64.5,4.5,sar,1.0,1,0
4660.0,0,862,64.5,4.5,sar,3.588888888888889,0,0
4870.0,0,174,-57.3,-160.3,sar,3.7055555555555557,0,0
4870.0,0,174,-57.3,-160.3,sar,10.0,0,1
5030.0,0,780,48.80000000000001,32.900000000000006,sar,1.0,1,0
5030.0,0,780,48.80000000000001,32.900000000000006,sar,3.7944444444444443,0,0
5240.0,0,725,38.0,40.30000000000001,sar,1.0,1,0
5240.0,0,725,38.0,40.30000000000001,sar,3.911111111111111,0,0
5420.0,0,665,27.80000000000001,44.900000000000006,sar,1.0,1,0
5420.0,0,665,27.80000000000001,44.900000000000006,sar,4.011111111111111,0,0
5420.0,0,665,27.80000000000001,44.900000000000006,thermal,4.011111111111111,0,0
5420.0,0,665,27.80000000000001,44.900000000000006,thermal,10.0,0,1
5730.0,0,563,9.900000000000006,49.5,sar,1.0,1,0
5730.0,0,563,9.900000000000006,49.5,sar,4.183333333333334,0,0
5790.0,0,550,7.1000000000000085,51.60000000000002,sar,1.0,1,0
5790.0,0,550,7.1000000000000085,51.60000000000002,sar,4.216666666666667,0,0
6290.0,0,405,-18.599999999999994,64.0,sar,1.0,1,0
6290.0,0,405,-18.599999999999994,64.0,sar,4.4944444444444445,0,0
6520.0,0,326,-31.099999999999994,69.5,sar,1.0,1,0
6520.0,0,326,-31.099999999999994,69.5,sar,4.622222222222222,0,0
6660.0,0,282,-39.8,70.60000000000002,sar,1.0,1,0
6660.0,0,282,-39.8,70.60000000000002,sar,4.7,0,0
6690.0,0,270,-41.8,71.20000000000002,sar,1.0,1,0
6690.0,0,270,-41.8,71.20000000000002,sar,4.716666666666667,0,0
6750.0,0,254,-44.2,74.9,sar,1.0,1,0
6750.0,0,254,-44.2,74.9,sar,4.75,0,0
6790.0,0,250,-45.3,79.19999999999999,sar,1.0,1,0
6790.0,0,250,-45.3,79.19999999999999,sar,4.772222222222222,0,0
7050.0,0,184,-56.4,95.40000000000003,sar,1.0,1,0
7050.0,0,184,-56.4,95.40000000000003,sar,4.916666666666666,0,0
7230.0,0,143,-63.5,111.0,sar,1.0,1,0
7230.0,0,143,-63.5,111.0,sar,5.016666666666667,0,0
7300.0,0,140,-63.9,120.7,sar,1.0,1,0
7300.0,0,140,-63.9,120.7,sar,5.055555555555555,0,0
7670.0,0,139,-64.2,172.40000000000003,sar,1.0,1,0
7670.0,0,139,-64.2,172.40000000000003,sar,5.261111111111111,0,0
7800.0,0,175,-57.2,-178.5,sar,1.0,1,0
7800.0,0,175,-57.2,-178.5,sar,5.333333333333333,0,0
8180.0,0,277,-40.3,-154.5,sar,1.0,1,0
8180.0,0,277,-40.3,-154.5,sar,5.544444444444444,0,0
8330.0,0,316,-32.2,-149.3,sar,1.0,1,0
8330.0,0,316,-32.2,-149.3,sar,5.627777777777778,0,0
8400.0,0,351,-27.3,-149.5,sar,1.0,1,0
8400.0,0,351,-27.3,-149.5,sar,5.666666666666667,0,0
8410.0,0,210,-51.8,76.90000000000003,sar,5.6722222222222225,0,0
8410.0,0,210,-51.8,76.90000000000003,sar,10.0,0,1
8420.0,0,358,-26.3,-149.2,sar,1.0,1,0
8420.0,0,358,-26.3,-149.2,sar,5.677777777777778,0,0
8560.0,0,402,-19.099999999999994,-144.0,sar,1.0,1,0
8560.0,0,402,-19.099999999999994,-144.0,sar,5.7555555555555555,0,0
8910.0,0,504,0.7000000000000028,-136.8,sar,1.0,1,0
8910.0,0,504,0.7000000000000028,-136.8,sar,5.95,0,0
9120.0,0,572,12.200000000000005,-131.6,sar,1.0,1,0
9120.0,0,572,12.200000000000005,-131.6,sar,6.066666666666666,0,0
9460.0,0,679,31.0,-122.8,sar,1.0,1,0
9460.0,0,679,31.0,-122.8,sar,6.2555555555555555,0,0
10120.0,0,863,64.80000000000001,-87.8,sar,1.0,1,0
10120.0,0,863,64.80000000000001,-87.8,sar,6.622222222222222,0,0
10310.0,0,867,64.9,-60.8,sar,1.0,2,0
10310.0,0,867,64.9,-60.8,sar,4.388888888888889,1,0
10350.0,0,880,67.80000000000001,-55.1,sar,1.0,1,0
10350.0,0,880,67.80000000000001,-55.1,sar,6.75,0,0
10430.0,0,868,65.30000000000001,-43.19999999999999,sar,1.0,2,0
10430.0,0,868,65.30000000000001,-43.19999999999999,sar,4.388888888888889,1,0
10440.0,0,864,64.80000000000001,-42.900000000000006,sar,1.0,1,0
10440.0,0,864,64.80000000000001,-42.900000000000006,sar,6.8,0,0
10590.0,0,851,62.5,-23.299999999999983,sar,1.0,1,0
