routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00015,0.00114,2e-05,2753
__check_action_completion,6e-05,1e-05,6e-05,2753
preplanner/update_percepts,9e-05,3e-05,9e-05,2753
preplanner/needs_planning,0.0,0.0,0.0,2753
preplanner/calculate_access_opportunities,0.007,0.0,0.007,1
preplanner/_schedule_observations,0.03053,0.0,0.03053,1
preplanner/is_observation_path_valid,0.00075,0.0,0.00075,1
preplanner/_create_broadcast_path,0.00739,0.0,0.00739,1
preplanner/_schedule_broadcasts,0.04072,0.0,0.04072,1
preplanner/_schedule_maneuvers,0.17945,0.0,0.17945,1
preplanner/__schedule_periodic_replan,0.01527,0.0,0.01527,1
preplanner/generate_plan,0.30356,0.0,0.30356,1
replanner/compile_new_measurement_request_bids,2e-05,1e-05,1e-05,2753
replanner/update_percepts,0.00052,0.00138,0.00028,2753
replanner/check_request_completion,0.00787,0.01008,0.00487,2753
replanner/check_request_end_time,0.0,0.0,0.0,2753
replanner/compare_bids,0.00452,0.01167,0.00185,2753
replanner/consensus_phase,0.0124,0.01912,0.00869,2753
replanner/needs_planning,0.01242,0.01911,0.00871,2753
replanner/_get_available_requests,0.00032,0.00037,9e-05,108
replanner/_generate_bids_from_request,1e-05,1e-05,1e-05,44
replanner/_get_matching_request,1e-05,0.0,0.0,666
replanner/_can_bid,0.0,0.0,0.0,558
replanner/_schedule_maneuvers,0.01342,0.01832,0.0067,26
replanner/_create_broadcast_path,0.00796,0.00344,0.0065,28
replanner/_schedule_broadcasts,0.00877,0.00367,0.00676,26
replanner/_schedule_waits,0.0,0.0,0.0,26
replanner/generate_plan,5.67519,19.57481,0.02053,26
replanner/_can_access,0.00063,5e-05,0.00063,38
replanner/calculate_access_opportunities,0.00373,0.00063,0.00373,2
replanner/populate_adjacency_matrix,0.03043,0.04156,0.01149,839
replanner/is_observation_path_valid,1e-05,0.0,1e-05,362034
replanner/_schedule_observations,73.46821,0.111,73.46821,2
