routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00587,0.01909,1e-05,262
__check_action_completion,7e-05,7e-05,5e-05,262
preplanner/update_percepts,9e-05,0.00037,3e-05,262
preplanner/needs_planning,0.0,0.0,0.0,262
preplanner/calculate_access_opportunities,0.00423,0.00161,0.00421,3
preplanner/_schedule_observations,0.03818,0.03173,0.03228,3
preplanner/is_observation_path_valid,6e-05,4e-05,9e-05,3
preplanner/_create_broadcast_path,0.01159,0.00078,0.01159,2
preplanner/_schedule_broadcasts,0.04795,0.04435,0.0369,3
preplanner/_schedule_maneuvers,0.02627,0.01852,0.03684,3
preplanner/__schedule_periodic_replan,0.00042,0.00027,0.00061,3
preplanner/generate_plan,0.11387,0.07876,0.16051,3
replanner/compile_new_measurement_request_bids,0.0,1e-05,0.0,262
replanner/update_percepts,0.00096,0.00436,7e-05,262
replanner/check_request_completion,0.01929,0.02671,0.00556,262
replanner/check_request_end_time,0.0,0.0,0.0,262
replanner/compare_bids,0.01198,0.02113,0.00241,262
replanner/consensus_phase,0.03128,0.03726,0.0134,262
replanner/is_observation_path_valid,1e-05,0.0,1e-05,556
replanner/is_task_path_valid,2e-05,1e-05,2e-05,266
replanner/needs_planning,0.0314,0.03723,0.01352,262
replanner/_get_available_requests,1e-05,1e-05,1e-05,79
replanner/_generate_bids_from_request,2e-05,2e-05,1e-05,4
replanner/_get_matching_request,1e-05,1e-05,1e-05,31
replanner/_can_bid,1e-05,1e-05,0.0,19
replanner/planning_phase,9e-05,3e-05,9e-05,2
replanner/merge_plans,0.00039,9e-05,0.00039,2
replanner/_schedule_observations,0.00044,0.00011,0.00044,2
replanner/_schedule_maneuvers,0.00945,0.00743,0.00945,2
replanner/_create_broadcast_path,0.0162,0.00547,0.01259,3
replanner/_schedule_broadcasts,0.03248,0.02029,0.03248,2
replanner/_schedule_waits,1e-05,1e-05,1e-05,2
replanner/generate_plan,0.04274,0.01305,0.04274,2
