routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1723
_wait_for_messages,0.0,0.0,0.0,1723
_preplan,0.096,0.128,0.034,24
_get_next_actions,0.0,0.0,0.0,1723
_replan,0.075,0.055,0.08,4
preplanner/__get_new_requests,0.0,0.0,0.0,1723
preplanner/__update_performed_requests,0.0,0.001,0.0,1723
preplanner/_calc_arrival_times,0.241,0.074,0.23,1710
preplanner/__update_access_times,0.239,2.167,0.0,1723
preplanner/needs_initialized_plan,0.24,2.167,0.0,1723
preplanner/_get_available_requests,0.001,0.003,0.0,24
preplanner/_plan_from_path,0.045,0.073,0.019,24
preplanner/initialize_plan,0.096,0.128,0.033,24
replanner/__update_known_requests,0.007,0.012,0.002,1723
replanner/__update_performed_requests,0.0,0.001,0.0,1723
replanner/_calc_arrival_times,0.261,1.105,0.224,1752
replanner/__update_access_times,0.267,2.547,0.001,1723
replanner/needs_replanning,0.294,2.551,0.013,1723
replanner/_get_available_requests,0.0,0.0,0.0,4
replanner/_plan_from_path,0.045,0.042,0.038,4
