routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00015,0.00059,2e-05,2862
__check_action_completion,6e-05,1e-05,6e-05,2862
preplanner/update_percepts,2e-05,0.0,2e-05,2862
preplanner/needs_planning,0.0,0.0,0.0,2862
preplanner/calculate_access_opportunities,0.0014,0.00231,0.00079,864
preplanner/is_observation_path_valid,1e-05,0.0,1e-05,4905
preplanner/_schedule_maneuvers,0.00242,0.00382,0.00108,864
preplanner/__schedule_periodic_replan,0.00012,0.00057,6e-05,864
preplanner/generate_plan,0.01866,0.01889,0.01204,864
replanner/needs_planning,0.0,0.0,0.0,2862
