routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,2670
update_state,0.0,0.0,0.0,2670
sense_environment,0.044,0.02,0.046,2669
update_state_environment,0.0,0.0,0.0,2669
get_environment_broadcasts,0.001,0.003,0.0,2669
get_agent_broadcasts,0.0,0.0,0.0,2669
sense,0.045,0.019,0.047,2669
think,0.02,0.015,0.017,2669
perform_wait_for_messages,0.03,0.023,0.022,2447
do,0.028,0.023,0.02,2669
perform_state_change,0.034,0.018,0.032,250
perform_observation,0.014,0.012,0.008,220
perform_broadcast,0.0,0.0,0.0,2
