routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.001,0.001,190
sense,0.019,0.008,0.02,189
think,0.009,0.004,0.009,189
IDLE,0.198,2.208,0.014,189
do,0.198,2.208,0.014,189
