routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,228
__check_action_completion,0.0,0.0,0.0,228
preplanner/__get_new_requests,0.0,0.0,0.0,228
preplanner/__update_performed_requests,0.0,0.0,0.0,228
preplanner/_update_access_times,0.022,0.325,0.0,228
preplanner/needs_planning,0.0,0.0,0.0,228
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.193,0.0,0.193,1
preplanner/_schedule_broadcasts,0.032,0.0,0.032,2
preplanner/_schedule_maneuvers,0.059,0.0,0.059,1
preplanner/__schedule_periodic_replan,0.003,0.0,0.003,1
preplanner/generate_plan,0.289,0.0,0.289,1
replanner/__get_new_requests,0.0,0.0,0.0,228
replanner/__update_performed_requests,0.0,0.0,0.0,228
replanner/_update_access_times,0.028,0.418,0.0,228
