routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.016,0.0,4364
update_state,0.0,0.0,0.0,4364
sense_environment,0.176,0.099,0.166,4363
update_state_environment,0.002,0.014,0.0,4363
get_environment_broadcasts,0.012,0.024,0.0,4363
get_agent_broadcasts,0.059,0.093,0.0,4363
sense,0.251,0.129,0.235,4363
think,0.431,0.36,0.387,4363
perform_broadcast,0.004,0.017,0.0,1416
do,0.156,0.141,0.12,4363
perform_wait_for_messages,0.147,0.152,0.097,2947
perform_state_change,0.129,0.122,0.093,1408
perform_observation,0.168,0.111,0.146,1407
