routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,253
update_state,0.0,0.0,0.0,253
sense_environment,0.086,0.048,0.075,252
update_state_environment,0.0,0.0,0.0,252
get_environment_broadcasts,0.0,0.0,0.0,252
get_agent_broadcasts,0.0,0.0,0.0,252
sense,0.086,0.048,0.076,252
think,0.379,2.763,0.027,252
perform_state_change,0.101,0.068,0.113,333
do,0.183,0.284,0.089,252
perform_measurement,0.062,0.042,0.055,22
perform_wait_for_messages,0.076,0.038,0.069,146
perform_broadcast,0.008,0.005,0.005,4
