routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,252
_wait_for_messages,0.0,0.0,0.0,252
_preplan,0.027,0.008,0.023,4
_get_next_actions,0.0,0.0,0.0,252
preplanner/__get_new_requests,0.0,0.0,0.0,252
preplanner/__update_performed_requests,0.0,0.0,0.0,252
preplanner/_calc_arrival_times,0.226,0.067,0.222,382
preplanner/__update_access_times,0.343,2.711,0.0,252
preplanner/needs_initialized_plan,0.343,2.711,0.0,252
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.019,0.008,0.016,4
preplanner/initialize_plan,0.027,0.008,0.023,4
