routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.016,0.049,0.0,4741
__check_action_completion,0.0,0.001,0.0,4741
preplanner/update_percepts,0.002,0.008,0.001,4741
preplanner/needs_planning,0.0,0.0,0.0,4741
preplanner/calculate_access_opportunities,0.104,0.15,0.048,865
preplanner/_schedule_observations,0.346,0.485,0.117,865
preplanner/is_observation_path_valid,0.0,0.0,0.0,865
preplanner/_schedule_broadcasts,0.316,0.525,0.078,865
preplanner/_schedule_maneuvers,0.001,0.001,0.001,865
preplanner/__schedule_periodic_replan,0.003,0.027,0.0,865
preplanner/generate_plan,0.687,0.902,0.249,865
replanner/needs_planning,0.0,0.0,0.0,4741
