routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,0.975,4.156,0.911,4360
therm_sat_0_0_wait,0.972,4.158,0.897,4360
sar_sat_0_0_wait,0.971,4.15,0.888,4360
vis_sat_0_1_wait,0.982,4.161,0.905,4360
therm_sat_0_1_wait,0.978,4.149,0.915,4360
sar_sat_0_1_wait,0.984,4.159,0.926,4360
vis_sat_0_2_wait,0.972,4.15,0.901,4360
therm_sat_0_2_wait,0.979,4.149,0.909,4360
vis_sat_1_0_wait,0.979,4.157,0.902,4360
therm_sat_1_0_wait,0.976,4.156,0.919,4360
sar_sat_1_0_wait,0.979,4.161,0.927,4360
vis_sat_1_1_wait,0.968,4.157,0.905,4360
therm_sat_1_1_wait,0.974,4.155,0.913,4360
sar_sat_1_1_wait,0.978,4.148,0.919,4360
vis_sat_1_2_wait,0.982,4.16,0.904,4360
therm_sat_1_2_wait,0.978,4.161,0.906,4360
clock_wait,1.161,4.159,1.114,4360
sim_runtime,5061.885,0.0,5061.885,1
