routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.005,0.0,8807
__check_action_completion,0.0,0.0,0.0,8807
preplanner/update_percepts,0.001,0.002,0.001,8807
preplanner/needs_planning,0.0,0.0,0.0,8807
preplanner/calculate_access_times,0.827,0.0,0.827,1
preplanner/_schedule_observations,7.851,0.0,7.851,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,70.66,0.0,70.66,1
preplanner/_schedule_maneuvers,0.991,0.0,0.991,1
preplanner/__schedule_periodic_replan,0.031,0.0,0.031,1
preplanner/generate_plan,79.715,0.0,79.715,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,8807
replanner/update_percepts,0.003,0.02,0.001,8807
replanner/check_request_completion,0.0,0.0,0.0,8807
replanner/check_request_end_time,0.0,0.0,0.0,8807
replanner/compare_bids,0.0,0.0,0.0,8807
replanner/consensus_phase,0.0,0.0,0.0,8807
replanner/is_observation_path_valid,0.002,0.022,0.001,261235
replanner/needs_planning,0.005,0.02,0.0,8807
replanner/_get_available_requests,0.064,0.104,0.036,1090
replanner/planning_phase,1.774,3.366,0.121,251
replanner/_schedule_observations,1.687,1.935,0.796,251
replanner/_schedule_maneuvers,0.269,0.19,0.287,251
replanner/_schedule_broadcasts,0.018,0.028,0.011,251
replanner/_schedule_waits,0.0,0.0,0.0,251
replanner/generate_plan,3.805,3.678,2.683,251
replanner/calc_imaging_time,0.012,0.023,0.009,58
