plan_index,t_plan,req_id,subtask_index,t_img,u_exp
1,3600.0,2e99d7ae,2,4330.0,0.333
1,3600.0,2ea514fc,2,4380.0,0.333
1,3600.0,2e9b9cd8,2,4410.0,0.333
1,3600.0,2ea4ba70,2,4430.0,0.333
1,3600.0,5930f470,1,4430.0,3.337
1,3600.0,2ea3593c,2,4470.0,0.333
1,3600.0,2e9c955c,2,4480.0,0.333
1,3600.0,2e9d7742,2,4490.0,0.333
1,3600.0,2ea05d9a,2,4550.0,0.333
1,3600.0,2e9da6cc,2,4600.0,0.333
1,3600.0,2e96ec92,2,4670.0,0.333
1,3600.0,2e96b5a6,2,4730.0,0.333
1,3600.0,2e97c7d4,2,4750.0,0.333
1,3600.0,2e9f2d4e,2,5400.0,0.333
1,3600.0,2ea4e7b6,2,5570.0,0.333
1,3600.0,2e9eacac,2,6100.0,0.333
2,7200.0,2ea405d0,2,9030.0,0.333
2,7200.0,2ea4632c,2,9080.0,0.333
2,7200.0,2ea5c7b2,2,9570.0,0.333
2,7200.0,2e9a3708,2,10640.0,0.333
