routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.01,0.0,2680
update_state,0.0,0.0,0.0,2680
sense_environment,0.093,0.044,0.09,2679
update_state_environment,0.001,0.004,0.0,2679
get_environment_broadcasts,0.012,0.019,0.0,2679
get_agent_broadcasts,0.005,0.045,0.0,2679
sense,0.111,0.068,0.107,2679
think,0.106,1.461,0.052,2679
perform_broadcast,0.003,0.012,0.0,89
do,0.066,0.086,0.053,2679
perform_wait_for_messages,0.064,0.104,0.042,1691
perform_state_change,0.043,0.042,0.028,696
perform_observation,0.071,0.039,0.065,975
