routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.013,0.0,9227
__check_action_completion,0.0,0.0,0.0,9227
preplanner/update_percepts,0.001,0.005,0.0,9227
preplanner/needs_planning,0.0,0.0,0.0,9227
preplanner/calculate_access_times,0.332,0.0,0.332,1
preplanner/_schedule_observations,21.084,0.0,21.084,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,112.586,0.0,112.586,1
preplanner/_schedule_maneuvers,1.582,0.0,1.582,1
preplanner/__schedule_periodic_replan,0.571,0.0,0.571,1
preplanner/generate_plan,137.393,0.0,137.393,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,9227
replanner/update_percepts,0.006,0.033,0.001,9227
replanner/check_request_completion,0.0,0.0,0.0,9227
replanner/check_request_end_time,0.0,0.0,0.0,9227
replanner/compare_bids,0.0,0.004,0.0,9227
replanner/consensus_phase,0.0,0.004,0.0,9227
replanner/is_observation_path_valid,0.004,0.035,0.001,526984
replanner/needs_planning,0.012,0.052,0.0,9227
replanner/_get_available_requests,0.246,0.38,0.117,1453
replanner/planning_phase,12.669,24.045,1.084,454
replanner/_schedule_observations,3.001,2.986,2.091,454
replanner/_schedule_maneuvers,0.361,0.441,0.279,454
replanner/_schedule_broadcasts,0.047,0.101,0.015,454
replanner/_schedule_waits,0.0,0.0,0.0,454
replanner/generate_plan,16.151,24.373,8.169,454
replanner/calc_imaging_time,0.117,0.147,0.055,188
