routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,8
__check_action_completion,0.0,0.0,0.0,8
preplanner/__get_new_requests,0.0,0.0,0.0,8
preplanner/__update_performed_requests,0.0,0.0,0.0,8
preplanner/_update_access_times,0.005,0.013,0.0,8
preplanner/needs_planning,0.0,0.0,0.0,8
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.006,0.0,0.006,1
preplanner/_schedule_broadcasts,0.007,0.004,0.007,2
preplanner/_schedule_maneuvers,0.003,0.0,0.003,1
preplanner/__schedule_periodic_replan,0.0,0.0,0.0,1
preplanner/generate_plan,0.021,0.0,0.021,1
replanner/__get_new_requests,0.0,0.0,0.0,8
replanner/__update_performed_requests,0.0,0.0,0.0,8
replanner/_update_access_times,0.66,1.695,0.017,8
replanner/check_request_completion,0.0,0.0,0.0,8
replanner/check_request_end_time,0.0,0.0,0.0,8
replanner/compare_bids,0.227,0.597,0.001,8
replanner/calc_imaging_time,0.001,0.0,0.001,2
replanner/calc_path_bid,0.002,0.0,0.002,2
replanner/planning_phase,1.344,0.0,1.344,1
replanner/_schedule_broadcasts,0.007,0.0,0.007,1
replanner/_schedule_maneuvers,0.0,0.0,0.0,1
