routine,t_avg,t_std,t_med,n,t_total
check_action_statuses,0.001,0.007,0.0,10122,9.760307568256394
update_state,0.0,0.001,0.0,10122,1.6680286180599069
sense_environment,0.098,0.096,0.065,10121,987.812207826024
update_state_environment,0.001,0.006,0.0,10121,8.003683703067509
get_environment_broadcasts,0.001,0.009,0.0,10121,13.704118471887341
get_agent_broadcasts,0.014,0.031,0.0,10121,140.207921475263
sense,0.115,0.1,0.085,10121,1162.787382841041
think,0.203,0.187,0.136,10121,2058.4615101411073
perform_broadcast,0.006,0.014,0.001,548,3.214101197954733
do,0.113,0.117,0.077,10121,1144.1365239128063
perform_wait_for_messages,0.115,0.117,0.078,9573,1099.474292797131
perform_state_change,0.116,0.11,0.083,477,55.19211494298361
perform_observation,0.091,0.096,0.062,424,38.4278540549567
