routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.009,0.048,0.0,10096
__check_action_completion,0.0,0.007,0.0,10096
preplanner/update_percepts,0.002,0.014,0.0,10096
preplanner/needs_planning,0.0,0.002,0.0,10096
preplanner/calculate_access_times,0.775,0.0,0.775,1
preplanner/_schedule_observations,267.864,0.0,267.864,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,278.052,0.0,278.052,1
preplanner/_schedule_maneuvers,3.157,0.0,3.157,1
preplanner/__schedule_periodic_replan,1.416,0.0,1.416,1
preplanner/generate_plan,551.314,0.0,551.314,1
replanner/compile_new_measurement_request_bids,0.0,0.005,0.0,10096
replanner/update_percepts,0.02,0.114,0.001,10096
replanner/check_request_completion,0.0,0.001,0.0,10096
replanner/check_request_end_time,0.0,0.0,0.0,10096
replanner/compare_bids,0.002,0.02,0.0,10096
replanner/consensus_phase,0.002,0.02,0.0,10096
replanner/is_observation_path_valid,0.01,0.076,0.001,518733
replanner/needs_planning,0.064,0.279,0.0,10096
replanner/_get_available_requests,1.917,2.321,0.825,1803
replanner/planning_phase,8.085,26.043,3.557,758
replanner/_schedule_observations,6.92,6.977,4.152,758
replanner/_schedule_maneuvers,2.871,4.311,0.757,758
replanner/_schedule_broadcasts,0.454,0.668,0.112,758
replanner/_schedule_waits,0.0,0.0,0.0,758
replanner/generate_plan,18.528,27.735,12.511,758
replanner/calc_imaging_time,0.173,0.282,0.082,48
