routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.005,0.0,2351
__check_action_completion,0.001,0.009,0.0,2351
replanner/__get_new_requests,0.0,0.0,0.0,2351
replanner/__update_performed_requests,0.0,0.001,0.0,2351
replanner/_update_access_times,0.035,0.492,0.0,2351
replanner/update_percepts,0.065,0.497,0.001,2351
replanner/compile_external_plan_bids,0.0,0.0,0.0,2351
replanner/compile_new_measurement_request_bids,0.005,0.023,0.001,2351
replanner/check_request_completion,0.0,0.001,0.0,2351
replanner/check_request_end_time,0.0,0.003,0.0,2351
replanner/compare_bids,0.051,0.142,0.002,2351
replanner/consensus_phase,0.051,0.142,0.002,2351
replanner/needs_planning,0.315,0.292,0.249,2351
replanner/_get_available_requests,0.496,0.434,0.378,537
replanner/calc_imaging_time,0.098,0.151,0.029,719
replanner/planning_phase,0.944,0.798,0.719,339
replanner/_schdule_measurements,0.023,0.042,0.001,792
replanner/_schedule_broadcasts,0.11,0.158,0.051,792
replanner/_schedule_maneuvers,0.192,0.223,0.138,792
replanner/_schedule_waits,0.0,0.0,0.0,792
replanner/_plan_from_path,0.327,0.29,0.277,792
replanner/generate_plan,0.956,0.703,0.778,792
