observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
vis_sat_0_1,590.0,-48.4,-130.7,658.8,-3.07,3.39,47.36,visual
vis_sat_0_0,940.0,50.3,-70.3,685.1,-14.21,15.72,,visual
vis_sat_0_0,1000.0,55.2,-69.7,683.1,12.27,13.58,,visual
vis_sat_0_0,1020.0,55.4,-67.2,668.4,3.4,3.75,,visual
therm_sat_0_0,1130.0,20.0,66.0,766.1,-2.35,2.64,,thermal
therm_sat_0_0,1160.0,18.6,67.4,769.5,5.01,5.61,,thermal
therm_sat_0_0,1210.0,16.6,68.9,781.0,10.11,11.34,,thermal
therm_sat_0_0,1250.0,14.1,69.6,776.9,8.09,9.07,,thermal
vis_sat_0_1,2350.0,48.1,-79.6,672.6,-11.16,12.33,,visual
vis_sat_0_1,2370.0,48.8,-78.5,678.8,-12.92,14.29,,visual
therm_sat_0_0,3110.0,-64.2,172.4,728.3,17.44,19.4,41.26,thermal
therm_sat_0_0,3190.0,-64.3,-176.8,686.0,2.77,3.07,42.53,thermal
vis_sat_0_1,4070.0,19.5,54.2,765.9,1.08,1.21,,visual
vis_sat_0_0,4620.0,-65.8,174.1,691.5,-5.78,6.41,43.5,visual
vis_sat_0_0,4690.0,-64.3,-176.8,692.5,-9.3,10.31,43.7,visual
vis_sat_0_0,4820.0,-58.6,-164.8,674.0,2.78,3.07,43.17,visual
vis_sat_0_0,4870.0,-57.3,-160.3,674.0,-6.18,6.83,44.38,visual
vis_sat_0_1,5220.0,-43.0,79.7,755.7,-8.02,8.96,66.94,visual
vis_sat_0_1,5270.0,-44.3,83.8,753.9,8.5,9.5,63.66,visual
therm_sat_0_0,5420.0,52.5,-91.3,671.7,8.86,9.79,,thermal
sar_sat_0_0,5730.0,9.9,49.5,799.1,-14.86,16.7,,sar
sar_sat_0_0,5790.0,7.1,51.6,776.1,-6.84,7.67,,sar
vis_sat_0_0,6320.0,22.7,-118.1,654.3,13.21,14.55,,visual
vis_sat_0_0,6380.0,26.0,-116.6,654.4,12.54,13.82,,visual
sar_sat_0_0,6660.0,-39.8,70.6,766.8,-11.11,12.44,69.9,sar
sar_sat_0_0,6690.0,-41.8,71.2,778.8,-14.99,16.8,68.9,sar
vis_sat_0_1,6730.0,-37.4,-146.1,654.9,-8.95,9.86,53.81,visual
sar_sat_0_0,6750.0,-44.2,74.9,749.0,-4.93,5.5,65.62,sar
vis_sat_0_1,6770.0,-34.7,-146.4,646.8,4.92,5.42,53.89,visual
sar_sat_0_0,6790.0,-45.3,79.2,763.2,12.3,13.76,62.33,sar
therm_sat_0_0,6810.0,34.6,36.7,786.6,15.09,16.93,,thermal
therm_sat_0_0,6880.0,30.5,37.9,770.8,9.4,10.53,,thermal
sar_sat_0_0,7230.0,-63.5,111.0,718.3,5.95,6.62,48.2,sar
vis_sat_0_1,7930.0,31.0,-120.3,656.1,11.92,13.13,,visual
vis_sat_0_1,7960.0,31.9,-118.1,642.0,-1.57,1.73,,visual
vis_sat_0_1,8010.0,34.9,-116.6,644.7,-2.48,2.73,,visual
vis_sat_0_1,8020.0,35.0,-115.4,652.6,-8.63,9.51,,visual
vis_sat_0_1,8080.0,38.3,-114.4,647.7,-1.55,1.7,,visual
sar_sat_0_0,8330.0,-32.2,-149.3,653.1,-10.29,11.34,57.16,sar
therm_sat_0_0,8330.0,-47.3,74.1,751.3,8.9,9.94,61.26,thermal
therm_sat_0_0,8370.0,-50.6,73.4,752.1,-10.22,11.42,61.44,thermal
sar_sat_0_0,8400.0,-27.3,-149.5,651.4,10.78,11.88,58.08,sar
sar_sat_0_0,8420.0,-26.3,-149.2,653.9,12.07,13.29,58.62,sar
vis_sat_0_0,8780.0,5.7,39.0,786.8,-11.13,12.49,,visual
vis_sat_0_0,8800.0,4.4,39.5,786.9,-11.11,12.48,,visual
vis_sat_0_0,8830.0,3.3,40.3,778.4,-7.74,8.68,,visual
vis_sat_0_0,9870.0,-51.1,70.8,738.4,3.91,4.37,59.13,visual
vis_sat_0_0,9900.0,-52.4,73.1,738.9,5.9,6.59,57.68,visual
vis_sat_0_0,9960.0,-56.7,73.7,760.7,-15.3,17.11,57.59,visual
vis_sat_0_1,10220.0,7.6,33.9,770.6,2.19,2.45,,visual
therm_sat_0_0,10230.0,-9.9,-145.9,650.6,-13.74,15.12,73.29,thermal
therm_sat_0_0,10270.0,-6.3,-147.7,654.8,15.15,16.69,73.12,thermal
vis_sat_0_1,10290.0,4.0,35.8,777.1,7.08,7.94,,visual
sar_sat_0_0,10430.0,65.3,-43.2,721.3,-11.67,12.98,,sar
sar_sat_0_0,10440.0,64.8,-42.9,736.3,-15.76,17.56,,sar
sar_sat_0_0,10630.0,62.3,-16.7,722.6,5.1,5.68,,sar
sar_sat_0_0,10670.0,60.4,-14.2,722.9,-2.27,2.53,,sar
sar_sat_0_0,11430.0,23.6,22.2,771.8,7.86,8.81,,sar
vis_sat_0_1,11440.0,-56.3,71.3,729.4,0.2,0.23,55.47,visual
vis_sat_0_1,11460.0,-56.7,73.7,732.5,6.0,6.69,54.21,visual
sar_sat_0_0,11470.0,20.6,21.3,773.5,-8.06,9.04,,sar
vis_sat_0_1,11650.0,-65.2,89.9,732.1,-11.93,13.29,50.16,visual
vis_sat_0_1,11680.0,-65.1,93.6,715.7,-5.29,5.88,48.84,visual
sar_sat_0_0,11840.0,0.9,29.0,774.1,-5.1,5.72,,sar
sar_sat_0_0,11880.0,-0.7,31.3,780.4,8.57,9.61,,sar
therm_sat_0_0,12210.0,60.4,-14.2,755.4,15.43,17.23,,thermal
therm_sat_0_0,12300.0,54.7,-10.7,737.7,-7.2,8.04,,thermal
therm_sat_0_0,12380.0,52.5,-2.5,760.0,13.52,15.12,,thermal
vis_sat_0_0,13360.0,64.9,-60.8,740.1,-17.46,19.46,,visual
vis_sat_0_0,13390.0,67.8,-55.1,718.4,10.73,11.93,,visual
vis_sat_0_0,13480.0,65.3,-43.2,711.4,1.53,1.7,,visual
vis_sat_0_0,13490.0,64.8,-42.9,712.9,-2.97,3.3,,visual
therm_sat_0_0,14740.0,-65.2,89.9,713.2,6.55,7.28,46.26,thermal
