routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,18
__check_action_completion,0.0,0.0,0.0,18
replanner/__get_new_requests,0.0,0.0,0.0,18
replanner/__update_performed_requests,0.0,0.0,0.0,18
replanner/_update_access_times,0.002,0.01,0.0,18
replanner/check_request_completion,0.0,0.0,0.0,18
replanner/check_request_end_time,0.0,0.0,0.0,18
replanner/compare_bids,0.0,0.0,0.0,18
replanner/calc_imaging_time,0.041,0.0,0.041,1
replanner/calc_path_bid,0.113,0.0,0.113,1
replanner/planning_phase,0.127,0.122,0.088,3
replanner/_schedule_broadcasts,0.003,0.0,0.003,3
replanner/_schedule_maneuvers,0.031,0.022,0.047,3
