routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.003,0.001,19
update_state,0.0,0.0,0.0,19
sense_environment,0.028,0.007,0.029,18
update_state_environment,0.002,0.003,0.001,18
get_environment_broadcasts,0.0,0.0,0.0,18
get_agent_broadcasts,0.0,0.0,0.0,18
sense,0.033,0.007,0.033,18
think,0.105,0.134,0.083,18
perform_broadcast,0.004,0.003,0.004,8
do,0.61,1.697,0.019,18
perform_wait_for_messages,0.778,1.89,0.022,14
perform_state_change,1.075,2.167,0.023,10
perform_measurement,0.034,0.0,0.034,1
