Satellite states are in CARTESIAN_EARTH_CENTERED_INERTIAL (equatorial-plane) frame.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.5
time index,x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
0,2529.9311183603872,6291.5020674067555,-2249.2887184785272,-3.644316430842239,-0.8598038792005911,-6.422450908352457
1,2493.403673936222,6282.5514805954845,-2313.35598596368,-3.6717623896890452,-0.9284723900439444,-6.397526502968225
2,2456.603843096996,6272.9152275821125,-2377.1706310569625,-3.6988111549044618,-0.9970468194054096,-6.371900675807384
3,2419.535606810478,6262.5942866349615,-2440.725655918302,-3.725459764337837,-1.0655198703098483,-6.345575989824401
4,2382.202975463433,6251.589708898806,-2504.0140886793984,-3.7517052944501317,-1.1338842525911625,-6.31855507913015
5,2344.6099884746236,6239.90261832342,-2567.02898415411,-3.7775448606096456,-1.2021326835403445,-6.290840648830252
6,2306.760713904941,6227.534211585659,-2629.763424547119,-3.8029756173859677,-1.2702578885545173,-6.2624354748585285
7,2268.6592480644435,6214.485758005024,-2692.2105201611125,-3.8279947588421597,-1.338252601787127,-6.233342403805478
8,2230.309715116649,6200.7585994527635,-2754.3634101019957,-3.8525995188250644,-1.4061095667990071,-6.203564352741841
9,2191.716266679824,6186.354150254431,-2816.2152629824736,-3.8767871712538273,-1.4738215372105576,-6.173104309037127
10,2152.883081425425,6171.273897085932,-2877.759277623756,-3.90055503040654,-1.54138127735491,-6.141965330173131
11,2113.8143646737467,6155.519398863055,-2938.988683755301,-3.923900451204997,-1.6087815629320514,-6.110150543552364
12,2074.514347986609,6139.092286624448,-2999.89674271273,-3.94682082949757,-1.676015181664038,-6.07766314630138
13,2034.9872887573492,6121.994263408024,-3060.4767481336908,-3.9693136023401507,-1.743074933951097,-6.044506405068975
14,1995.2374697979726,6104.22710412087,-3120.7220266516238,-3.9913762482751274,-1.8099536335287238,-6.010683655819205
15,1955.2691989234381,6085.792655402487,-3180.6259385876238,-4.0130062876084445,-1.8766441081258705,-5.976198303619142
16,1915.086808533348,6066.692835481561,-3240.181878639891,-4.03420128268458,-1.9431392001238639,-5.94105382242146
17,1874.6946551907554,6046.929634026054,-3299.383276571203,-4.054958838159585,-2.0094317672164803,-5.9052537548416515
18,1834.097119198337,6026.505111986752,-3358.2235978940116,-4.075276601272023,-2.075514683070818,-5.868801711929951
19,1793.2986041718088,6005.421401434181,-3416.6963445532792,-4.095152262111834,-2.1413808379891517,-5.831701372937881
20,1752.3035366107126,5983.680705388896,-3474.7950556069695,-4.114583553887131,-2.207023139571661,-5.793956485079372
21,1711.1163654665359,5961.285297645187,-3532.5133079040434,-4.133568253188814,-2.272434513380033,-5.7555708632864535
22,1669.741561708152,5938.237522588091,-3589.844716760115,-4.1521041802530405,-2.3376079036019637,-5.716548389959439
23,1628.1836178847204,5914.539795003822,-3646.782936630444,-4.1701891992215145,-2.4025362737164704,-5.676893014711587
24,1586.4470476859385,5890.194599883503,-3703.321661780447,-4.187821218399524,-2.467212607160068,-5.636608754108182
25,1544.5363854997195,5865.20449222024,-3759.454626953578,-4.204998190511748,-2.531629907993768,-5.5956996913999735
26,1502.4561859673952,5839.572096799593,-3815.175608036389,-4.221718112955721,-2.59578120157075,-5.554169976251054
27,1460.2110235363093,5813.30010798326,-3870.478422721025,-4.2379790280530525,-2.659659535204999,-5.512023824460881
28,1417.8054920099623,5786.391289486181,-3925.3569311647716,-4.253779023298205,-2.723257978840464,-5.469265517680727
29,1375.244204095671,5758.848474146898,-3979.8050366467996,-4.269116231604931,-2.7865696257211123,-5.425899403124206
30,1332.5317909497728,5730.674563691238,-4033.816686221962,-4.283988831550247,-2.84958759306154,-5.38192989327208
31,1289.6729017203807,5701.872528489266,-4087.3858713716727,-4.298395047615969,-2.9123050227183374,-5.337361465571118
32,1246.672203087776,5672.445407305562,-4140.506628651653,-4.312333150427712,-2.9747150818620445,-5.292198662127083
33,1203.5343788024118,5642.396307042768,-4193.173040336638,-4.3258014569913605,-3.036810963649679,-5.246446089391774
34,1160.264129220506,5611.728402478389,-4245.3792350619415,-4.33879833092696,-3.0985858878979347,-5.200108417844038
35,1116.8661708374354,5580.444935994921,-4297.119388461725,-4.351322182699973,-3.160033101756769,-5.153190381664781
36,1073.3452358186912,5548.549217303182,-4348.387723804085,-4.363371469849884,-3.2211458803836566,-5.105696778405844
37,1029.7060715286536,5516.044623158948,-4399.178512622726,-4.374944697216091,-3.2819175276181927,-5.057632468652808
38,985.9534400570584,5482.93459707282,-4449.486075345292,-4.386040417161044,-3.3423413766571786,-5.009002375681605
39,942.0921177433214,5449.222649013386,-4499.304781918169,-4.396657229790612,-3.4024107907300962,-4.959811485108914
40,898.1268946986208,5414.912355103591,-4548.629052427791,-4.406793783171592,-3.4621191637749105,-4.910064844536333
41,854.0625743257666,5380.007357310345,-4597.453357718427,-4.416448773546362,-3.521459921114272,-4.859767563188192
42,809.9039728370816,5344.511363127424,-4645.7722200061835,-4.4256209455445985,-3.5804265201318546,-4.808924811543117
43,765.6559187700409,5308.428145251575,-4693.580213489405,-4.434309092392029,-3.639012450949041,-4.757541820959145
44,721.3232525009117,5271.761541251871,-4740.871964955237,-4.4425120561161595,-3.697211237101727,-4.705623883292446
45,676.9108257563355,5234.515453232302,-4787.642154382355,-4.450228727748961,-3.755016436217288,-4.653176350509596
46,632.4235011228715,5196.693847487592,-4833.885515539827,-4.45745804752642,-3.8124216406916203,-4.6002046342933145
47,587.8661515545936,5158.300754152264,-4879.59683658195,-4.464199005084954,-3.869420478366249,-4.546714205641672
48,543.2436598787199,5119.340266842946,-4924.77096063906,-4.470450639654591,-3.9260066132053915,-4.492710594460741
49,498.56091829936935,5079.816542293919,-4969.40278640424,-4.476212040248929,-3.982173745972938,-4.438199389150603
50,453.8228278993114,5039.733799985815,-5013.487268715922,-4.48148234585175,-4.037915614909408,-4.3831862361846605
51,409.0342981400467,4999.0963217677245,-5057.019419136105,-4.486260745600304,-4.09322599640863,-4.32767683968231
52,364.2002463599122,4957.90845147238,-5099.994306524417,-4.490546478965154,-4.148098705694214,-4.2716769609748635
53,319.32559727047015,4916.1745945246485,-5142.407057607734,-4.49433883592659,-4.202527597495791,-4.215192418164653
54,274.41528245118235,4873.899217543306,-5184.252857545342,-4.497637157147505,-4.256506566724855,-4.1582290856773385
55,229.47423984227618,4831.086847935981,-5225.5269504896505,-4.500440834142694,-4.310029549150204,-4.10079289380741
56,184.50741323606155,4787.742073487433,-5266.224640142254,-4.502749309444567,-4.363090522072853,-4.04288982825679
57,139.51975176646147,4743.869541941014,-5306.341290305453,-4.50456207676515,-4.415683505000578,-3.984525929666409
58,94.51620939706116,4699.47396057344,-5345.87232542894,-4.505878681154355,-4.467802560321637,-3.9257072931410155
59,49.501744407578514,4654.560095762892,-5384.813231151744,-4.506698719154492,-4.5194417939779425,-3.8664400677668875
60,4.481318878684498,4609.132772550219,-5423.1595548394025,-4.507021838950889,-4.570595356137538,-3.8067304561224646
61,-40.54010182447603,4563.196874193637,-5460.906906116057,-4.506847740518668,-4.621257441866083,-3.746584713782131
62,-85.5575495703837,4516.757341716575,-5498.0509573916825,-4.506176175765499,-4.671422291797668,-3.686009148812694
63,-130.56605398055873,4469.819173448863,-5534.587444384197,-4.505006948670404,-4.72108419280452,-3.6250101212628842
64,-175.56064295035827,4422.38742456128,-5570.512166636421,-4.503339915418438,-4.770237478665708,-3.563594042645705
65,-220.53634317109103,4374.467206593399,-5605.820988027826,-4.501174984531266,-4.818876530734765,-3.5017673754135874
66,-265.4881806534892,4326.063686974712,-5640.509837281055,-4.498512116993534,-4.866995778606112,-3.439536632426343
67,-310.4111812523562,4277.1820885391735,-5674.574708463049,-4.495351326375,-4.9145897007801835,-3.3769083764119356
68,-355.30037119239864,4227.827689033115,-5708.011661480712,-4.491692678948366,-4.961652825327216,-3.3138892194199894
69,-400.15077759532204,4178.005820616447,-5740.81682257117,-4.487536293802702,-5.0081797305496085,-3.250485822268043
70,-444.9574290078809,4127.721869357386,-5772.986384786351,-4.482882342952502,-5.054165045642735,-3.1867048939805027
71,-489.7153559311786,4076.981274720424,-5804.516608472027,-4.4777310514421975,-5.0996034513541675,-3.122553191220298
72,-534.4195913508566,4025.789529047859,-5835.403821741064,-4.472082697446156,-5.144489680641204,-3.058037517713211
73,-579.0651712683285,3974.15217703469,-5865.644420940912,-4.465937612364043,-5.188818519326606,-2.993164723664832
74,-623.6471352329119,3922.074815197015,-5895.234871115218,-4.459296180911544,-5.232584806752428,-2.9279417051702348
75,-668.1605268748527,3869.56309133389,-5924.171706459506,-4.452158841206319,-5.2757834364319205,-2.8623754036161673
76,-712.6003944392769,3816.622703982607,-5952.451530770884,-4.444526084849182,-5.3184093566993464,-2.7964728050759424
77,-756.9617913207181,3763.2594018676978,-5980.071017891568,-4.436398457000438,-5.36045757135761,-2.730240939696888
78,-801.239776598682,3709.4789833431723,-6007.026912146387,-4.427776556451273,-5.401923140323695,-2.6636868810803414
79,-845.4294155736095,3655.2872958286493,-6033.316028773908,-4.418661035690185,-5.442801180271643,-2.5968177456543486
