plan_index,t_plan,req_id,subtask_index,t_img,u_exp
1,3600.0,9d48ab96,2,4330.0,0.333
1,3600.0,9d552d3a,2,4380.0,0.333
1,3600.0,9d4b2542,2,4410.0,0.333
1,3600.0,9d54d27c,2,4430.0,0.333
1,3600.0,ccc58e2a,1,4430.0,3.337
1,3600.0,9d536824,2,4470.0,0.333
1,3600.0,9d4c3be4,2,4480.0,0.333
1,3600.0,9d4d484a,2,4490.0,0.333
1,3600.0,9d506ac0,2,4550.0,0.333
1,3600.0,9d4d86a2,2,4600.0,0.333
1,3600.0,9d45aa2c,2,4670.0,0.333
1,3600.0,9d4579e4,2,4730.0,0.333
1,3600.0,9d4666a6,2,4750.0,0.333
1,3600.0,9d4f2520,2,5400.0,0.333
1,3600.0,9d54fea0,2,5570.0,0.333
1,3600.0,9d4e9f4c,2,6100.0,0.333
2,7200.0,9d541da0,2,9030.0,0.333
2,7200.0,9d547912,2,9080.0,0.333
2,7200.0,9d55dfb4,2,9570.0,0.333
2,7200.0,9d4977e2,2,10640.0,0.333
