routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00013,0.00066,2e-05,337
__check_action_completion,6e-05,1e-05,6e-05,337
preplanner/update_percepts,2e-05,0.0,2e-05,337
preplanner/needs_planning,0.0,0.0,0.0,337
preplanner/calculate_access_opportunities,0.00037,0.00021,0.00035,173
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,452
preplanner/_schedule_observations,0.0187,0.01364,0.01407,173
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,173
preplanner/_schedule_maneuvers,0.00298,0.00312,0.0023,173
preplanner/__schedule_periodic_replan,6e-05,5e-05,5e-05,173
preplanner/generate_plan,0.02182,0.01443,0.01609,173
preplanner/populate_adjacency_matrix,0.0003,0.00129,2e-05,84
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,337
replanner/update_percepts,6e-05,2e-05,8e-05,337
replanner/check_request_completion,0.00495,0.00629,0.0023,337
replanner/check_request_end_time,0.0,0.0,0.0,337
replanner/compare_bids,0.00295,0.00467,0.00132,337
replanner/consensus_phase,0.00792,0.00881,0.00417,337
replanner/needs_planning,0.00793,0.00881,0.00419,337
replanner/_get_available_requests,1e-05,0.0,1e-05,13
