routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.012,0.035,0.0,3043
__check_action_completion,0.0,0.0,0.0,3043
preplanner/update_percepts,0.001,0.004,0.0,3043
preplanner/needs_planning,0.0,0.0,0.0,3043
preplanner/calculate_access_times,0.219,0.0,0.219,1
preplanner/_schedule_observations,0.564,0.0,0.564,1
preplanner/is_observation_path_valid,0.002,0.0,0.002,1
preplanner/_schedule_broadcasts,63.449,0.0,63.449,1
preplanner/_schedule_maneuvers,0.713,0.0,0.713,1
preplanner/__schedule_periodic_replan,0.03,0.0,0.03,1
preplanner/generate_plan,66.762,0.0,66.762,1
replanner/needs_planning,0.0,0.0,0.0,3043
