routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.007,0.0,3044
update_state,0.0,0.0,0.0,3044
sense_environment,0.104,0.06,0.098,3043
update_state_environment,0.001,0.006,0.0,3043
get_environment_broadcasts,0.01,0.019,0.0,3043
get_agent_broadcasts,0.039,0.057,0.0,3043
sense,0.156,0.081,0.145,3043
think,0.285,1.23,0.218,3043
perform_broadcast,0.004,0.014,0.0,1068
do,0.098,0.097,0.074,3043
perform_wait_for_messages,0.098,0.109,0.065,1975
perform_state_change,0.082,0.071,0.063,754
perform_observation,0.095,0.068,0.079,1064
