stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-01 02:24:00+00:00
n_reqs,19
n_obs_max,38
n_obs_exp,2
n_obs,1
n_obs_co,0
u_max,1900.0
u,15.561342592592592
u_norm,0.008190180311890838
