routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.003,0.0,1492
__check_action_completion,0.0,0.001,0.0,1492
replanner/__get_new_requests,0.0,0.0,0.0,1492
replanner/__update_performed_requests,0.0,0.0,0.0,1492
replanner/_update_access_times,0.131,1.244,0.0,1492
replanner/update_percepts,0.133,1.243,0.0,1492
replanner/compile_external_plan_bids,0.0,0.002,0.0,1492
replanner/compile_new_measurement_request_bids,0.003,0.015,0.001,1492
replanner/check_request_completion,0.0,0.0,0.0,1492
replanner/check_request_end_time,0.0,0.001,0.0,1492
replanner/compare_bids,0.024,0.17,0.001,1492
replanner/consensus_phase,0.024,0.17,0.001,1492
replanner/needs_planning,0.131,0.229,0.067,1492
replanner/_get_available_requests,0.335,0.301,0.245,354
replanner/calc_imaging_time,0.04,0.064,0.011,137
replanner/planning_phase,0.407,0.447,0.212,163
replanner/_schdule_measurements,0.015,0.037,0.0,382
replanner/_schedule_broadcasts,0.116,0.179,0.042,382
replanner/_schedule_maneuvers,0.059,0.106,0.01,382
replanner/_schedule_waits,0.0,0.0,0.0,382
replanner/_plan_from_path,0.191,0.259,0.092,382
replanner/generate_plan,0.429,0.432,0.269,382
