routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.012,0.036,0.0,3021
__check_action_completion,0.0,0.001,0.0,3021
preplanner/update_percepts,0.001,0.004,0.0,3021
preplanner/needs_planning,0.0,0.0,0.0,3021
preplanner/calculate_access_times,0.566,0.0,0.566,1
preplanner/_schedule_observations,5.715,0.0,5.715,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,67.249,0.0,67.249,1
preplanner/_schedule_maneuvers,0.582,0.0,0.582,1
preplanner/__schedule_periodic_replan,0.015,0.0,0.015,1
preplanner/generate_plan,73.618,0.0,73.618,1
replanner/needs_planning,0.0,0.0,0.0,3021
