routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.005,0.0,1563
__check_action_completion,0.0,0.002,0.0,1563
replanner/__get_new_requests,0.0,0.004,0.0,1563
replanner/__update_performed_requests,0.0,0.0,0.0,1563
replanner/_update_access_times,0.097,1.049,0.0,1563
replanner/update_percepts,0.099,1.05,0.0,1563
replanner/compile_external_plan_bids,0.0,0.0,0.0,1563
replanner/compile_new_measurement_request_bids,0.005,0.021,0.001,1563
replanner/check_request_completion,0.0,0.003,0.0,1563
replanner/check_request_end_time,0.0,0.001,0.0,1563
replanner/compare_bids,0.022,0.149,0.001,1563
replanner/consensus_phase,0.022,0.149,0.001,1563
replanner/needs_planning,0.121,0.195,0.066,1563
replanner/_get_available_requests,0.347,0.344,0.244,126
replanner/calc_imaging_time,0.033,0.109,0.01,56
replanner/planning_phase,0.373,0.514,0.129,64
replanner/_schdule_measurements,0.02,0.047,0.0,313
replanner/_schedule_broadcasts,0.135,0.22,0.044,313
replanner/_schedule_maneuvers,0.074,0.099,0.019,313
replanner/_schedule_waits,0.0,0.0,0.0,313
replanner/_plan_from_path,0.231,0.29,0.131,313
replanner/generate_plan,0.403,0.437,0.258,313
