routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,960
_wait_for_messages,0.0,0.0,0.0,960
_preplan,4.377,0.0,4.377,1
_replan,0.71,0.386,0.73,40
_get_next_actions,0.001,0.005,0.0,960
preplanner/__get_new_requests,0.0,0.0,0.0,960
preplanner/__update_performed_requests,0.0,0.0,0.0,960
preplanner/_calc_arrival_times,0.323,0.139,0.291,101
preplanner/__update_access_times,0.034,1.054,0.0,960
preplanner/needs_initialized_plan,0.034,1.054,0.0,960
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,1.365,0.0,1.365,1
preplanner/initialize_plan,4.377,0.0,4.377,1
replanner/__update_known_requests,0.159,0.196,0.061,960
replanner/__update_performed_requests,0.0,0.002,0.0,960
replanner/_calc_arrival_times,0.4,0.171,0.394,142
replanner/__update_access_times,0.061,1.306,0.001,960
replanner/needs_replanning,0.591,1.47,0.251,960
replanner/_get_available_requests,0.001,0.001,0.0,40
replanner/_plan_from_path,0.277,0.159,0.261,40
