routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.021,0.0,1423
update_state,0.0,0.0,0.0,1423
sense_environment,0.23,0.116,0.22,1422
update_state_environment,0.003,0.017,0.0,1422
get_environment_broadcasts,0.0,0.0,0.0,1422
get_agent_broadcasts,0.0,0.0,0.0,1422
sense,0.236,0.119,0.226,1422
think,0.559,3.562,0.369,1422
perform_broadcast,0.006,0.024,0.0,64
do,0.155,0.167,0.106,1422
perform_wait_for_messages,0.154,0.168,0.104,1358
perform_state_change,0.157,0.172,0.107,1276
perform_measurement,0.116,0.108,0.073,63
