routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,339
_wait_for_messages,0.0,0.0,0.0,339
_preplan,0.023,0.022,0.022,4
_get_next_actions,0.0,0.0,0.0,339
preplanner/__get_new_requests,0.0,0.0,0.0,339
preplanner/__update_performed_requests,0.0,0.0,0.0,339
preplanner/_calc_arrival_times,0.21,0.059,0.205,387
preplanner/__update_access_times,0.24,2.209,0.0,339
preplanner/needs_initialized_plan,0.24,2.209,0.0,339
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.018,0.018,0.017,4
preplanner/initialize_plan,0.022,0.022,0.021,4
