routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1732
update_state,0.0,0.0,0.0,1732
sense_environment,0.198,0.129,0.178,1731
update_state_environment,0.0,0.0,0.0,1731
get_environment_broadcasts,0.0,0.0,0.0,1731
get_agent_broadcasts,0.0,0.0,0.0,1731
sense,0.199,0.129,0.179,1731
think,0.664,5.06,0.077,1731
perform_state_change,0.2,0.476,0.148,1027
do,0.16,0.373,0.112,1731
perform_wait_for_messages,0.081,0.062,0.062,704
perform_measurement,0.119,0.126,0.097,125
perform_broadcast,0.007,0.005,0.008,4
