t_msg,Sender,Message Type
0.0,vis_sat_0_1,PLAN
0.0,vis_sat_0_0,PLAN
0.0,sar_sat_0_0,PLAN
0.0,vis_sat_1_1,PLAN
0.0,therm_sat_1_0,PLAN
0.0,sar_sat_1_0,PLAN
0.0,therm_sat_0_0,PLAN
0.0,vis_sat_1_0,PLAN
320.0,therm_sat_0_0,OBSERVATION_PERFORMED
920.0,vis_sat_0_0,OBSERVATION_PERFORMED
1040.0,vis_sat_0_0,OBSERVATION_PERFORMED
1050.0,vis_sat_0_0,OBSERVATION_PERFORMED
1500.0,vis_sat_1_0,OBSERVATION_PERFORMED
1720.0,vis_sat_1_1,OBSERVATION_PERFORMED
1770.0,vis_sat_1_0,OBSERVATION_PERFORMED
1800.0,vis_sat_1_0,OBSERVATION_PERFORMED
1880.0,vis_sat_1_1,OBSERVATION_PERFORMED
2080.0,vis_sat_0_0,OBSERVATION_PERFORMED
2140.0,vis_sat_0_1,OBSERVATION_PERFORMED
2310.0,vis_sat_0_1,OBSERVATION_PERFORMED
2350.0,vis_sat_0_1,OBSERVATION_PERFORMED
2450.0,vis_sat_0_1,OBSERVATION_PERFORMED
2530.0,vis_sat_0_1,OBSERVATION_PERFORMED
2940.0,vis_sat_0_1,OBSERVATION_PERFORMED
3220.0,vis_sat_0_1,OBSERVATION_PERFORMED
3550.0,sar_sat_1_0,OBSERVATION_PERFORMED
3620.0,sar_sat_0_0,OBSERVATION_PERFORMED
3870.0,sar_sat_0_0,OBSERVATION_PERFORMED
4060.0,sar_sat_0_0,OBSERVATION_PERFORMED
5080.0,sar_sat_0_0,OBSERVATION_PERFORMED
5370.0,therm_sat_0_0,OBSERVATION_PERFORMED
5610.0,therm_sat_0_0,OBSERVATION_PERFORMED
5620.0,therm_sat_0_0,OBSERVATION_PERFORMED
5620.0,therm_sat_0_0,MEASUREMENT_REQ
5960.0,therm_sat_1_0,OBSERVATION_PERFORMED
6390.0,therm_sat_0_0,OBSERVATION_PERFORMED
6550.0,therm_sat_0_0,OBSERVATION_PERFORMED
6860.0,vis_sat_0_0,OBSERVATION_PERFORMED
6890.0,vis_sat_0_0,OBSERVATION_PERFORMED
6910.0,vis_sat_0_0,OBSERVATION_PERFORMED
6930.0,vis_sat_0_0,OBSERVATION_PERFORMED
6940.0,vis_sat_0_0,OBSERVATION_PERFORMED
7300.0,vis_sat_1_0,OBSERVATION_PERFORMED
8120.0,vis_sat_0_1,OBSERVATION_PERFORMED
8210.0,vis_sat_1_1,OBSERVATION_PERFORMED
8210.0,vis_sat_1_1,MEASUREMENT_REQ
8290.0,vis_sat_1_1,OBSERVATION_PERFORMED
8320.0,vis_sat_0_0,OBSERVATION_PERFORMED
8350.0,vis_sat_0_0,OBSERVATION_PERFORMED
8420.0,vis_sat_0_1,OBSERVATION_PERFORMED
9040.0,vis_sat_0_1,OBSERVATION_PERFORMED
9060.0,vis_sat_0_1,OBSERVATION_PERFORMED
9060.0,vis_sat_0_1,MEASUREMENT_REQ
9650.0,sar_sat_0_0,OBSERVATION_PERFORMED
9820.0,sar_sat_1_0,OBSERVATION_PERFORMED
9890.0,sar_sat_0_0,OBSERVATION_PERFORMED
9920.0,sar_sat_0_0,OBSERVATION_PERFORMED
9990.0,sar_sat_0_0,OBSERVATION_PERFORMED
