ID,Requester,lat [deg],lon [deg],Severity,t start,t end,t corr,Measurment Types
8789ce3a-8d85-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.78530500000005,21.73541700000004,42.4906373270634,1750.0,22646.467810041686,20896.467810041686,['thermal']
8789ce3d-8d85-11ef-a3fe-b42e993745e8,vis_sat_0_0,61.04782300000005,22.15656700000005,8.419907958417294,1760.0,22228.34141619382,20468.34141619382,['thermal']
8d4a02fe-8d85-11ef-a3fe-b42e993745e8,sar_sat_0_0,65.53528200000005,-50.48811399999994,67.49863465031292,4280.0,25465.724866990753,21185.724866990753,['thermal']
8da80048-8d85-11ef-a3fe-b42e993745e8,sar_sat_1_0,68.35742000000005,149.99357500000008,69.88062621192324,4420.0,23683.043841573523,19263.043841573523,['visual']
8edf76a1-8d85-11ef-a3fe-b42e993745e8,therm_sat_0_0,52.927996000000064,-91.750186,72.358582725397,5420.0,23810.787319383544,18390.787319383544,['sar']
933cc026-8d85-11ef-a3fe-b42e993745e8,sar_sat_0_0,59.12007300000005,-98.59374999999994,41.9044450322028,10000.0,30846.749652146515,20846.749652146515,['visual']
9499d53e-8d85-11ef-a3fe-b42e993745e8,vis_sat_0_1,15.238951000000045,32.48540500000007,97.43999934794148,10090.0,22799.963721907276,12709.963721907276,['sar']
95874ecc-8d85-11ef-a3fe-b42e993745e8,therm_sat_0_0,48.49433900000008,-116.88913599999997,73.4675839984544,11290.0,25935.11747784155,14645.117477841552,['sar']
9af17cb6-8d85-11ef-a3fe-b42e993745e8,vis_sat_1_1,23.056554000000062,31.07001900000006,32.09809280393446,13720.0,25384.57787816397,11664.577878163971,['sar']
9af17cbb-8d85-11ef-a3fe-b42e993745e8,vis_sat_1_1,31.178993000000048,35.445704000000035,55.68956109201165,13870.0,32569.643242243346,18699.643242243346,['thermal']
9c26a66a-8d85-11ef-a3fe-b42e993745e8,vis_sat_0_0,45.06496000000004,-1.131249999999966,5.357468908400643,14000.0,34766.77599501984,20766.775995019838,['sar']
