routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.023,0.068,0.0,3911
__check_action_completion,0.0,0.003,0.0,3911
preplanner/update_percepts,0.002,0.014,0.001,3911
preplanner/needs_planning,0.0,0.0,0.0,3911
preplanner/calculate_access_opportunities,0.19,0.0,0.19,1
preplanner/_schedule_observations,0.607,0.0,0.607,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.387,0.0,0.387,1
preplanner/_schedule_broadcasts,9.71,0.0,9.71,1
preplanner/_schedule_maneuvers,21.26,0.0,21.26,1
preplanner/__schedule_periodic_replan,0.222,0.0,0.222,1
preplanner/generate_plan,32.325,0.0,32.325,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,3911
replanner/update_percepts,0.032,0.116,0.001,3911
replanner/check_request_completion,0.0,0.003,0.0,3911
replanner/check_request_end_time,0.0,0.0,0.0,3911
replanner/compare_bids,0.001,0.012,0.0,3911
replanner/consensus_phase,0.001,0.013,0.0,3911
replanner/is_observation_path_valid,0.005,0.033,0.001,412316
replanner/_get_available_requests,0.4,0.464,0.247,1553
replanner/needs_planning,1.361,9.473,0.0,3911
replanner/planning_phase,13.147,68.756,0.57,415
replanner/_schedule_observations,3.949,3.227,3.327,415
replanner/_schedule_maneuvers,2.724,2.435,2.153,415
replanner/_create_broadcast_path,0.055,0.1,0.02,440
replanner/_schedule_broadcasts,0.086,0.136,0.029,415
replanner/_schedule_waits,0.0,0.0,0.0,415
replanner/generate_plan,20.495,69.285,8.431,415
replanner/calc_imaging_time,0.12,0.135,0.089,145
