routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,974
_wait_for_messages,0.0,0.0,0.0,974
_preplan,4.433,0.0,4.433,1
_get_next_actions,0.001,0.005,0.0,974
_replan,0.642,0.491,0.495,31
preplanner/__get_new_requests,0.0,0.0,0.0,974
preplanner/__update_performed_requests,0.0,0.0,0.0,974
preplanner/_calc_arrival_times,0.264,0.083,0.252,101
preplanner/__update_access_times,0.027,0.855,0.0,974
preplanner/needs_initialized_plan,0.028,0.855,0.0,974
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_plan_from_path,1.343,0.0,1.343,1
preplanner/initialize_plan,4.433,0.0,4.433,1
replanner/__update_known_requests,0.218,0.223,0.155,974
replanner/__update_performed_requests,0.0,0.002,0.0,974
replanner/_calc_arrival_times,0.376,0.156,0.36,126
replanner/__update_access_times,0.051,1.268,0.001,974
replanner/needs_replanning,0.718,1.469,0.507,974
replanner/_get_available_requests,0.003,0.01,0.0,31
replanner/_plan_from_path,0.179,0.086,0.155,31
