t,x_pos,y_pos,z_pos,x_vel,y_vel,z_vel,attitude,status
0.0,-3556.428,-2406.87,-5670.231,6.499,-1.437,-3.385,0.0,SENSING
0.0,-3556.428,-2406.87,-5670.231,6.499,-1.437,-3.385,0.0,MANEUVERING
9.052,-3497.478,-2419.743,-5700.599,6.535,-1.413,-3.328,-9.052,MANEUVERING
9.052,-3497.478,-2419.743,-5700.599,6.535,-1.413,-3.328,-9.052,SENSING
9.052,-3497.478,-2419.743,-5700.599,6.535,-1.413,-3.328,-9.052,MANEUVERING
11.292,-3482.839,-2422.896,-5708.035,6.543,-1.407,-3.314,-11.292,MANEUVERING
11.292,-3482.839,-2422.896,-5708.035,6.543,-1.407,-3.314,-11.292,SENSING
11.292,-3482.839,-2422.896,-5708.035,6.543,-1.407,-3.314,-11.292,MANEUVERING
20.0,-3425.758,-2435.02,-5736.636,6.577,-1.383,-3.259,-20.0,MANEUVERING
20.0,-3425.758,-2435.02,-5736.636,6.577,-1.383,-3.259,-20.0,SENSING
20.0,-3425.758,-2435.02,-5736.636,6.577,-1.383,-3.259,-20.0,MANEUVERING
20.908,-3419.791,-2436.272,-5739.59,6.58,-1.381,-3.253,-20.908,MANEUVERING
20.908,-3419.791,-2436.272,-5739.59,6.58,-1.381,-3.253,-20.908,SENSING
20.908,-3419.791,-2436.272,-5739.59,6.58,-1.381,-3.253,-20.908,MANEUVERING
21.259,-3417.483,-2436.756,-5740.731,6.581,-1.38,-3.251,-21.259,MANEUVERING
21.259,-3417.483,-2436.756,-5740.731,6.581,-1.38,-3.251,-21.259,SENSING
21.259,-3417.483,-2436.756,-5740.731,6.581,-1.38,-3.251,-21.259,MANEUVERING
30.0,-3359.851,-2448.692,-5768.887,6.614,-1.356,-3.195,-30.0,MANEUVERING
30.0,-3359.851,-2448.692,-5768.887,6.614,-1.356,-3.195,-30.0,SENSING
30.0,-3359.851,-2448.692,-5768.887,6.614,-1.356,-3.195,-30.0,MANEUVERING
31.383,-3350.704,-2450.563,-5773.299,6.619,-1.353,-3.186,-31.383,MANEUVERING
31.383,-3350.704,-2450.563,-5773.299,6.619,-1.353,-3.186,-31.383,SENSING
31.383,-3350.704,-2450.563,-5773.299,6.619,-1.353,-3.186,-31.383,MANEUVERING
32.571,-3342.848,-2452.163,-5777.075,6.624,-1.349,-3.178,-32.571,MANEUVERING
32.571,-3342.848,-2452.163,-5777.075,6.624,-1.349,-3.178,-32.571,SENSING
32.571,-3342.848,-2452.163,-5777.075,6.624,-1.349,-3.178,-32.571,TRAVELING
40.436,-3290.674,-2462.672,-5801.864,6.653,-1.328,-3.128,-32.571,TRAVELING
40.436,-3290.674,-2462.672,-5801.864,6.653,-1.328,-3.128,-32.571,SENSING
40.436,-3290.674,-2462.672,-5801.864,6.653,-1.328,-3.128,-32.571,TRAVELING
40.609,-3289.523,-2462.902,-5802.405,6.653,-1.327,-3.127,-32.571,TRAVELING
40.609,-3289.523,-2462.902,-5802.405,6.653,-1.327,-3.127,-32.571,SENSING
40.609,-3289.523,-2462.902,-5802.405,6.653,-1.327,-3.127,-32.571,TRAVELING
42.977,-3273.767,-2466.032,-5809.789,6.662,-1.321,-3.112,-32.571,TRAVELING
42.977,-3273.767,-2466.032,-5809.789,6.662,-1.321,-3.112,-32.571,SENSING
42.977,-3273.767,-2466.032,-5809.789,6.662,-1.321,-3.112,-32.571,TRAVELING
45.681,-3255.758,-2469.586,-5818.172,6.672,-1.314,-3.094,-32.571,TRAVELING
45.681,-3255.758,-2469.586,-5818.172,6.672,-1.314,-3.094,-32.571,SENSING
45.681,-3255.758,-2469.586,-5818.172,6.672,-1.314,-3.094,-32.571,TRAVELING
50.138,-3226.008,-2475.403,-5831.892,6.688,-1.301,-3.065,-32.571,TRAVELING
50.138,-3226.008,-2475.403,-5831.892,6.688,-1.301,-3.065,-32.571,SENSING
50.138,-3226.008,-2475.403,-5831.892,6.688,-1.301,-3.065,-32.571,TRAVELING
52.198,-3212.235,-2478.073,-5838.19,6.695,-1.296,-3.052,-32.571,TRAVELING
52.198,-3212.235,-2478.073,-5838.19,6.695,-1.296,-3.052,-32.571,SENSING
52.198,-3212.235,-2478.073,-5838.19,6.695,-1.296,-3.052,-32.571,TRAVELING
60.0,-3159.927,-2488.081,-5861.795,6.723,-1.274,-3.002,-32.571,TRAVELING
60.0,-3159.927,-2488.081,-5861.795,6.723,-1.274,-3.002,-32.571,SENSING
60.0,-3159.927,-2488.081,-5861.795,6.723,-1.274,-3.002,-32.571,TRAVELING
61.35,-3150.857,-2489.795,-5865.838,6.727,-1.271,-2.993,-32.571,TRAVELING
61.35,-3150.857,-2489.795,-5865.838,6.727,-1.271,-2.993,-32.571,SENSING
61.35,-3150.857,-2489.795,-5865.838,6.727,-1.271,-2.993,-32.571,TRAVELING
80.0,-3024.881,-2512.967,-5920.49,6.791,-1.219,-2.871,-32.571,TRAVELING
80.0,-3024.881,-2512.967,-5920.49,6.791,-1.219,-2.871,-32.571,SENSING
80.0,-3024.881,-2512.967,-5920.49,6.791,-1.219,-2.871,-32.571,TRAVELING
83.314,-3002.376,-2516.983,-5929.962,6.802,-1.21,-2.849,-32.571,TRAVELING
83.314,-3002.376,-2516.983,-5929.962,6.802,-1.21,-2.849,-32.571,SENSING
83.314,-3002.376,-2516.983,-5929.962,6.802,-1.21,-2.849,-32.571,TRAVELING
84.74,-2992.678,-2518.702,-5934.016,6.807,-1.206,-2.84,-32.571,TRAVELING
84.74,-2992.678,-2518.702,-5934.016,6.807,-1.206,-2.84,-32.571,SENSING
84.74,-2992.678,-2518.702,-5934.016,6.807,-1.206,-2.84,-32.571,TRAVELING
130.0,-2681.53,-2570.294,-6055.682,6.95,-1.078,-2.538,-32.571,TRAVELING
130.0,-2681.53,-2570.294,-6055.682,6.95,-1.078,-2.538,-32.571,SENSING
130.0,-2681.53,-2570.294,-6055.682,6.95,-1.078,-2.538,-32.571,TRAVELING
130.886,-2675.378,-2571.246,-6057.926,6.952,-1.075,-2.532,-32.571,TRAVELING
130.886,-2675.378,-2571.246,-6057.926,6.952,-1.075,-2.532,-32.571,SENSING
130.886,-2675.378,-2571.246,-6057.926,6.952,-1.075,-2.532,-32.571,TRAVELING
132.3,-2665.551,-2572.761,-6061.499,6.956,-1.071,-2.523,-32.571,TRAVELING
132.3,-2665.551,-2572.761,-6061.499,6.956,-1.071,-2.523,-32.571,SENSING
132.3,-2665.551,-2572.761,-6061.499,6.956,-1.071,-2.523,-32.571,TRAVELING
140.0,-2611.937,-2580.911,-6080.715,6.979,-1.049,-2.471,-32.571,TRAVELING
140.0,-2611.937,-2580.911,-6080.715,6.979,-1.049,-2.471,-32.571,SENSING
140.0,-2611.937,-2580.911,-6080.715,6.979,-1.049,-2.471,-32.571,TRAVELING
140.96,-2605.243,-2581.914,-6083.082,6.982,-1.047,-2.464,-32.571,TRAVELING
140.96,-2605.243,-2581.914,-6083.082,6.982,-1.047,-2.464,-32.571,SENSING
140.96,-2605.243,-2581.914,-6083.082,6.982,-1.047,-2.464,-32.571,TRAVELING
142.763,-2592.659,-2583.793,-6087.512,6.987,-1.041,-2.452,-32.571,TRAVELING
142.763,-2592.659,-2583.793,-6087.512,6.987,-1.041,-2.452,-32.571,SENSING
142.763,-2592.659,-2583.793,-6087.512,6.987,-1.041,-2.452,-32.571,TRAVELING
160.0,-2471.887,-2601.285,-6128.752,7.035,-0.992,-2.335,-32.571,TRAVELING
160.0,-2471.887,-2601.285,-6128.752,7.035,-0.992,-2.335,-32.571,SENSING
