routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1725
update_state,0.0,0.0,0.0,1725
sense_environment,0.194,0.142,0.167,1724
update_state_environment,0.0,0.0,0.0,1724
get_environment_broadcasts,0.0,0.0,0.0,1724
get_agent_broadcasts,0.0,0.0,0.0,1724
sense,0.194,0.142,0.168,1724
think,0.654,4.942,0.083,1724
perform_state_change,0.224,0.565,0.16,990
do,0.179,0.443,0.12,1724
perform_measurement,0.107,0.106,0.096,125
perform_wait_for_messages,0.099,0.146,0.072,735
perform_broadcast,0.005,0.003,0.005,7
