routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1724
_wait_for_messages,0.0,0.0,0.0,1724
_preplan,0.099,0.186,0.054,24
_get_next_actions,0.0,0.0,0.0,1724
_replan,0.107,0.103,0.074,6
preplanner/__get_new_requests,0.0,0.0,0.0,1724
preplanner/__update_performed_requests,0.0,0.001,0.0,1724
preplanner/_calc_arrival_times,0.248,0.078,0.235,1913
preplanner/__update_access_times,0.276,2.437,0.0,1724
preplanner/needs_initialized_plan,0.276,2.437,0.0,1724
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,0.048,0.099,0.019,24
preplanner/initialize_plan,0.099,0.186,0.054,24
replanner/__update_known_requests,0.008,0.013,0.003,1724
replanner/__update_performed_requests,0.0,0.001,0.0,1724
replanner/_calc_arrival_times,0.229,1.008,0.201,2122
replanner/__update_access_times,0.283,2.61,0.001,1724
replanner/needs_replanning,0.316,2.613,0.021,1724
replanner/_get_available_requests,0.0,0.0,0.0,6
replanner/_plan_from_path,0.059,0.055,0.036,6
