routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.007,0.0,1542
__check_action_completion,0.0,0.001,0.0,1542
replanner/__get_new_requests,0.0,0.001,0.0,1542
replanner/__update_performed_requests,0.0,0.003,0.0,1542
replanner/_update_access_times,0.134,1.264,0.0,1542
replanner/update_percepts,0.138,1.264,0.0,1542
replanner/compile_external_plan_bids,0.0,0.001,0.0,1542
replanner/compile_new_measurement_request_bids,0.002,0.01,0.0,1542
replanner/check_request_completion,0.0,0.005,0.0,1542
replanner/check_request_end_time,0.0,0.0,0.0,1542
replanner/compare_bids,0.023,0.176,0.001,1542
replanner/consensus_phase,0.023,0.176,0.001,1542
replanner/needs_planning,0.105,0.213,0.055,1542
replanner/_get_available_requests,0.193,0.164,0.133,81
replanner/calc_imaging_time,0.027,0.053,0.011,73
replanner/planning_phase,0.227,0.202,0.158,65
replanner/_schdule_measurements,0.019,0.039,0.0,319
replanner/_schedule_broadcasts,0.117,0.181,0.043,319
replanner/_schedule_maneuvers,0.074,0.106,0.016,319
replanner/_schedule_waits,0.0,0.0,0.0,319
replanner/_plan_from_path,0.214,0.265,0.125,319
replanner/generate_plan,0.352,0.341,0.245,319
